symptom_cui,disease_cui,symptom_name,disease_name
C0042963,C0267173,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified",Vomiting in infants AND/OR children; Vomiting in infants and children; Vomiting in infants AND/OR children (disorder)
C0042963,C0267204,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified",
C0042963,C0267525,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified","Bilious vomiting following gastrointestinal surgery; vomiting; bilious, following gastrointestinal surgery; bilious; vomiting, following gastrointestinal surgery; Bilious vomiting following gastrointestinal surgery (disorder)"
C0042963,C0269662,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified","Hyperemesis gravidarum before end of 22 week gestation with carbohydrate depletion; Hyperemesis gravidarum before end of 22 week gestation with carbohydrate depletion (diagnosis); hyperemesis gravidarum w/ carbohydrate depletion before end of 22 week gestation; Hyperemesis gravidarum, starting before the end of the 22nd week of gestation, with metabolic disturbance, such as carbohydrate depletion; Hyperemesis gravidarum before end of 22 week gestation with carbohydrate depletion (disorder)"
C0042963,C0269663,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified","Hyperemesis gravidarum before end of 22 week gestation with dehydration; hyperemesis gravidarum with dehydration before end of 22 week gestation; Hyperemesis gravidarum before end of 22 week gestation with dehydration (diagnosis); Hyperemesis gravidarum, starting before the end of the 22nd week of gestation, with metabolic disturbance, such as dehydration; Hyperemesis gravidarum before end of 22 week gestation with dehydration (disorder)"
C0042963,C0269664,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified","Hyperemesis gravidarum before end of 22 week gestation with electrolyte imbalance; hyperemesis gravidarum with electrolyte imbalance before end of 22 wk gestation; Hyperemesis gravidarum before end of 22 week gestation with electrolyte imbalance (diagnosis); Hyperemesis gravidarum, starting before the end of the 22nd week of gestation, with metabolic disturbance, such as electrolyte imbalance; Hyperemesis gravidarum before end of 22 week gestation with electrolyte imbalance (disorder)"
C0042963,C0269665,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified","Vomiting due to organic disease during pregnancy; Vomiting due to organic disease during pregnancy, NOS; Vomiting due to organic disease during pregnancy (diagnosis); vomiting complicating pregnancy due to organic disease; Vomiting due to organic disease during pregnancy (disorder)"
C0042963,C0401144,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified",
C0042963,C0405079,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified",
C0042963,C0405080,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified","Hyperemesis gravidarum with metabolic disturbance; hyperemesis; gravidarum, with metabolic disturbance; hyperemesis gravidarum with metabolic disturbance; Hyperemesis gravidarum with metabolic disturbance, NOS; Hyperemesis gravidarum with metabolic disturbance (disorder); hyperemesis gravidarum with metabolic disturbance (diagnosis)"
C0042963,C0405081,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified",
C0042963,C0405082,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified",mild hyperemesis gravidarum with baby delivered; mild hyperemesis gravidarum with baby delivered (diagnosis)
C0085383,C0268029,,"Disorder of acid-base balance; disorder of acid-base balance; ACID-BASE BALANCE DISORDERS; Disorder of acid-base balance, NOS; Acid-base balance disorder; disorder; acid-base balance; acid-base balance; disorder; Disturbance of acid-base balance; Disturbance of acid-base balance, NOS; disturbance; acid-base balance; Disease of acid base balance; Diseases of Acid Base Balance; disorder of acid-base balance (diagnosis); Disorder of acid-base balance (disorder)"
C0085383,C0342965,,Disorder of blood gas; Disorder of blood gas (disorder)
C0085620,C0154706,"Flaccid paralysis; PARALYSIS FLACCID; Paralysis flaccid; FLACCID PARALYSIS; flaccid paralysis; Flaccid paralysis, NOS; Flaccid paralysis (finding)",Other specified paralytic syndromes; Other Specified Paralytic Syndromes; Other specified paralytic syndrome
C0085641,C0263213,"Pustular rash; Rash, pustular; RASH PUSTULAR; Rash pustular; rash; pustular; PUSTULAR RASH; Pustular Rash; pustular; rash; Pustular rash (morphologic abnormality)",Juvenile pyoderma; Puppy strangles; Juvenile pyoderma (diagnosis); non infectious dermatitis juvenile pyoderma; Puppy pyoderma; Juvenile pyoderma (disorder)
C0085641,C0263216,"Pustular rash; Rash, pustular; RASH PUSTULAR; Rash pustular; rash; pustular; PUSTULAR RASH; Pustular Rash; pustular; rash; Pustular rash (morphologic abnormality)",bacterid; Bacterid; Pustular bacterid of Andrews; bacterid (diagnosis)
C0085641,C0263217,"Pustular rash; Rash, pustular; RASH PUSTULAR; Rash pustular; rash; pustular; PUSTULAR RASH; Pustular Rash; pustular; rash; Pustular rash (morphologic abnormality)",Pustular bacterid; Acute palmoplantar pustular psoriasis; Pustular bacterid (disorder)
C0085641,C0343681,"Pustular rash; Rash, pustular; RASH PUSTULAR; Rash pustular; rash; pustular; PUSTULAR RASH; Pustular Rash; pustular; rash; Pustular rash (morphologic abnormality)",Pustular syphilide; syphilis secondary skin pustular syphilide; Pustular syphilide (diagnosis); Pustular syphilide (disorder)
C0085641,C0392439,"Pustular rash; Rash, pustular; RASH PUSTULAR; Rash pustular; rash; pustular; PUSTULAR RASH; Pustular Rash; pustular; rash; Pustular rash (morphologic abnormality)",Acrodermatitis continua of Hallopeau; ACRODERMATITIS CONTINUA OF HALLOPEAU; acrodermatitis continua hallopeau; acropustulosis; Recalcitrant pustular eruption of palms and soles; Recalcitrant Pustular Eruptions of Palms and Soles; Acrodermatitis perstans continua; Dermatitis repens; repens; dermatitis; dermatitis; repens; Acrodermatitis continua; continua; acrodermatitis; ACRODERMATITIS CONTINUA; acrodermatitis; continua; acrodermatitis continua; Acrodermatitis perstans; perstans; acrodermatitis; acrodermatitis; perstans; Acrodermatitis continua of Hallopeau (disorder); acrodermatitis continua (diagnosis)
C0085641,C0406329,"Pustular rash; Rash, pustular; RASH PUSTULAR; Rash pustular; rash; pustular; PUSTULAR RASH; Pustular Rash; pustular; rash; Pustular rash (morphologic abnormality)",Psoriasis palmaris; Psoriasis palmaris (disorder)
C0085641,C0406330,"Pustular rash; Rash, pustular; RASH PUSTULAR; Rash pustular; rash; pustular; PUSTULAR RASH; Pustular Rash; pustular; rash; Pustular rash (morphologic abnormality)",Psoriasis plantaris; Psoriasis plantaris (disorder)
C0085688,C0405322,,"Breast engorgement in pregnancy, the puerperium or lactation with antenatal complication; Breast engorgement in pregnancy, the puerperium or lactation with antenatal complication (finding)"
C0085688,C1449721,,"Infant Gynecomastia; Gynecomastia, Infant; Breast engorgement in newborn; Breast Engorgement in Newborn; Breast engorgement of newborn; breast; engorgement, newborn; NEONATAL BREAST ENGORGEMENT; Neonatal gynecomastia; neonatal gynecomastia; Neonatal gynaecomastia; Neonatal Breast Enlargement; neonatal gynecomastia (diagnosis); Breast engorgement in newborn (disorder); congestion; breast, newborn; Newborn Gynecomastia; Gynecomastia, Newborn; Breast engorgement of new born"
C0086437,C0231586,,"Joint function disorder; Disorder, joint function; Abnormal joint movement; Joint function disorder (finding)"
C0087169,C0452200,"Withdrawal Symptoms; withdrawal symptoms; WITHDRAWAL SYMPTOMS; Symptom, Withdrawal; Withdrawal Symptom; withdrawal symptom; Withdrawal symptom; Symptoms, Withdrawal; Withdrawal complaint; Withdrawal sign or symptom; Withdrawal symptom (finding); abstinence symptom",
C0087169,C0452201,"Withdrawal Symptoms; withdrawal symptoms; WITHDRAWAL SYMPTOMS; Symptom, Withdrawal; Withdrawal Symptom; withdrawal symptom; Withdrawal symptom; Symptoms, Withdrawal; Withdrawal complaint; Withdrawal sign or symptom; Withdrawal symptom (finding); abstinence symptom","Withdrawal symptoms from therapeutic use of drugs in newborn; Withdrawal symptoms from therapeutic use of drugs in newborn (finding); withdrawal; syndrome, drug, therapeutic use, newborn; syndrome; withdrawal, drug, therapeutic use, newborn; therapeutic; substance, withdrawal symptoms, neonatal"
C0149651,C0029411,,"Osteoarthropathy, Primary Hypertrophic; Primary hypertrophic osteoarthropathy; Osteoarthropathy, primary hypertrophic; Hypertrophic Osteoarthropathy, Primary; Primary Hypertrophic Osteoarthropathy; Marie-Bamberger syndrome, idiopathic; Pachydermoperiostosis; pachydermoperiostosis; Friedrich-Erb-Arnold syndrome; Touraine-Solente-Gole Syndrome; TOURAINE-SOLENTE-GOLE SYNDROME; Touraine-Solente-Gole syndrome; Touraine Solente Gole Syndrome; Touraine-Solente-Golé syndrome; Roy-Jutras syndrome; Uehlinger's syndrome; UEHLINGER SYNDROME; Pachydermoperiostosis syndrome; Clubbed nail pachydermoperiostosis; Pachydermoperiostosis of nail; Pachydermoperiostosis of nail (disorder); Pachydermoperiostosis syndrome (disorder); PHO; PDP; pachydermoperiostosis (diagnosis); PDP, AUTOSOMAL RECESSIVE; Pachydermoperiostosis, Autosomal Recessive; PACHYDERMOPERIOSTOSIS, AUTOSOMAL RECESSIVE; Autosomal Recessive Pachydermoperiostosis; Recessive Pachydermoperiostosis, Autosomal; PHO, AUTOSOMAL RECESSIVE; Hypertrophic Osteoarthropathy, Primary, Autosomal Recessive; Idiopathic Hypertrophic Osteoarthropathy; Idiopathic hypertrophic osteoarthropathy; Hypertrophic Osteoarthropathy, Idiopathic; Osteoarthropathy, Idiopathic Hypertrophic"
C0149651,C1274675,,Clubbing of nails associated with systemic disorder; Acquired clubbing of nails; Acquired Hippocratic nails; Clubbing of nails associated with systemic disorder (disorder)
C0149696,C0341286,,Food intolerance NEC in SNOMEDCT
C0149696,C1540374,,
C0149696,C1630648,,Propensity to adverse reactions to food (finding); Propensity to adverse reactions to food; Food sensitivity
C0149741,C0405479,"nipple discharge; Discharge, Nipple; NIPPLE DISCHARGE; Nipple discharge; Nipple Discharge; discharge of nipple; Discharging nipple; Discharges, Nipple; Nipple Discharges; nipple; discharge; discharge; nipple; Breast discharge; discharge; breast; BREAST DISCHARGE; breast discharge; breast; discharge; breast discharges; Discharge from nipple; discharge from nipple; Nipple discharge symptom; nipple discharge (symptom); nipple discharge (diagnosis); Observation of nipple discharge; Discharge from nipple (disorder); Nipple discharge symptom (finding)",Disorder of nipple; disorder of nipple; disorders nipple; nipple disorder; Nipple disorder; disorder of nipple (diagnosis); Disorder of nipple (disorder)
