PMID,Sentence,MeSH Term Found,Title/Abstract
38404416,"Abrogating the proinflammatory cytokine signaling cascades using JAK inhibitors (jakinibs) has been shown to be highly effective in the treatment of numerous inflammatory diseases, including IBD.",Disease,Abstract
38404414,Examining Janus Kinase Inhibitors for the Treatment of Inflammatory Bowel Disease.,Disease,Title
38404376,"This study represents a significant milestone as it unveils, for the first time, the comprehensive catalytic map of acetylpolyamine oxidase that includes chemical transformation and product release kinetics, by utilizing multiscale simulations with over six million dynamical snapshots.",Tics,Abstract
38404113,We aimed to quantify the mediating role of AF in the causal associations between a wide range of risk factors and stroke via a Mendelian randomization (MR) framework.,Stroke,Abstract
38403376,Infections.,Infections,Title
38403373,Septic arthritis of the wrist can have severe deleterious effects on cartilage and bone if not promptly addressed.,Arthritis,Abstract
38402906,"Plasma lipidomics has emerged as a powerful tool in cardiovascular drug discovery by providing insights into disease mechanisms, identifying potential biomarkers for diagnosis and prognosis, and discovering novel targets for drug development.",Disease,Abstract
38402107,"Visits with the five most frequent diagnoses were selected by International Classification of Diseases, Ninth or Tenth Revision (ICD-9/ICD-10) classification.",Disease,Abstract
38402069,"The chance of death from medical error within the hospital setting is 33,000 times greater than dying in an aircraft crash.",Death,Abstract
38402069,Medical negligence resulting in a patient's death invokes the more punitive criminal law.,Death,Abstract
38402069,"Human factors that may contribute to GNM include organisational influences such as trust targets and pressures to deliver results, unsafe supervision, or inadequate staffing, and preconditions for unsafe acts whereby clinicians are fatigued whilst performing multiple roles simultaneously.",Fatigue,Abstract
38401912,It aims to tailor patient care to patient and tumor characteristics and susceptibilities as well as to optimize the ways treatments are administered.,Tics,Abstract
38401910,"The paradigm of neoadjuvant therapy is commonly employed across multiple solid tumors, exhibiting significant clinical benefit as exemplified with ICIs in melanoma and non-small-cell lung cancer.",Melanoma,Abstract
38401201,"EBV antibodies to the nuclear antigen (EBNA1) and viral capsid antigen (VCA) rise rapidly prior to MS disease manifestations, and their absence has clinical utility with a high negative predictive value.",Disease,Abstract
38401184,Early-stage neutralizing antibody level associated with the re-positive risk of Omicron SARS-CoV-2 RNA in patients recovered from COVID-19.,COVID-19,Title
38401184,"We aimed to explore the association of neutralizing antibodies (nAbs, AU/mL) with the incidence of re-positivity among patients recovered from COVID-19.",COVID-19,Abstract
38401184,The peak value of nAb levels (nAb-peak) within 14 days of disease onset was defined as the baseline and was mainly used for the subsequent analyses.,Disease,Abstract
38401184,Our study suggested that the increase in baseline nAb levels independently associated with a low risk of re-positivity in patients recovered from COVID-19.,COVID-19,Abstract
38395522,"Upregulation of nitric oxide (NO) production contributes to the pathogenesis of numerous diseases via S-nitrosylation, a post-translational modification of proteins.",Disease,Abstract
38395520,Protective effect and regulatory mechanism of salidroside on skin inflammation induced by imiquimod in psoriasis mice.,Inflammation,Title
38395520,This study unveils the protective effect of SAL on skin inflammation in imiquimod (IMQ)-induced psoriasis.,Inflammation,Abstract
38395520,"The mouse model of psoriasis was established by local application of IMQ, and SAL efficacy was evaluated through PASI scoring, H&E staining, and skin tissue pathology observation.",Psoriasis,Abstract
38395520,"The HaCaT cell model was established by interferon (IFN)-γ induction, followed by MTT assay detection of cell viability, detection of ROS, SOD, MDA, and CAT levels in skin tissues and cells using reagent kits, ELISA detection of inflammatory factors (TNF-α, IL-6, IL-1β), and qRT-PCR detection of psoriasis-related genes (S100a9, Cxcl1, Cxcl2) as well as miR-369-3p and SMAD2 expressions.",Psoriasis,Abstract
38395520,"SAL treatment reduced PASI scores and alleviated psoriasis symptoms of IMQ-induced mice, and also augmented the viability and subsided the oxidative stress and inflammation of IFN-γ-treated HaCaT cells.",Inflammation,Abstract
38395520,miR-369-3p overexpression or SMAD2 inhibition partially offset the alleviating effect of SAL on psoriasis skin inflammation.,Inflammation,Abstract
38395520,"In conclusion, SAL alleviates skin inflammation in IMQ-induced psoriasis mice via the miR-369-3p/SMAD2 axis.",Inflammation,Abstract
38392951,"Planimetric and Volumetric Brainstem MRI Markers in Progressive Supranuclear Palsy, Multiple System Atrophy, and Corticobasal Syndrome.",Atrophy,Title
38392101,Hot spring bathing is practiced to help manage hypertension.,Hypertension,Abstract
38392101,We retrospectively investigated the effects of hot spring bathing on hypertension with the aim of identifying a novel approach to prevent and manage hypertension.,Hypertension,Abstract
38392101,"Although prospective randomized controlled trials on night-time hot spring bathing as a hypertension treatment are warranted to investigate whether the practice can prevent hypertension among adults aged ≥65 years, we have initiated a single-center, phase II study on the relationship between sleep quality and quality of life in hypertensive patients after night-time hot spring bathing.",Hypertension,Abstract
38392031,"Alpha-1 antitrypsin (AAT) deficiency (AATD) is an under-recognized hereditary disorder and a significant cause of chronic obstructive pulmonary disease (COPD), a disease that contributes to global mortality.",Disease,Abstract
38391765,Waardenburg Syndrome: The Contribution of Next-Generation Sequencing to the Identification of Novel Causative Variants.,Syndrome,Title
38391765,"Waardenburg syndrome (WS) is characterized by hearing loss and pigmentary abnormalities of the eyes, hair, and skin.",Syndrome,Abstract
38391765,"Additionally, limb musculoskeletal abnormalities and Hirschsprung disease differentiate types 3 and 4, respectively.",Disease,Abstract
38391583,"The main aim of this study is to present a global open-access dataset of Avian Influenza outbreaks to enable researchers and policymakers (i) to rapidly detect, and respond to animal outbreaks as the first line of defense; (ii) to conduct epidemiological and virological investigations around animal outbreaks and human infections; and (iii) to communicate the risk.",Infections,Abstract
38391398,Exploring Understanding of Peripheral Artery Disease among Patients at High-Risk in Saudi Arabia: Results from an Interview-Based Study.,Disease,Title
38391398,"The level of awareness of peripheral artery disease (PAD) in Saudi Arabia, especially among populations at high risk, is not currently well known.",Disease,Abstract
38391398,"Therefore, our objective was to assess the existing level of awareness among patients who are at high risk of PAD, as well as their comprehension of the disease.",Disease,Abstract
38391397,"A low ovarian reserve is associated with the presence of endometriotic cysts, and this is accentuated even more after surgery.",Cysts,Abstract
38390775,Patient experiences and satisfaction with cataract surgery.,Cataract,Title
38390610,"[Peri-implantitis: current concepts about its etiology, clinical and imaging characteristics.",Tics,Title
38390610,"Peri-implantitis (PI) is the inflammatory reaction of the peri-implant mucosa, accompanied by the progressive loss of supporting bone around the implant, which can compromise its stability, function and aesthetics.",Tics,Abstract
38390610,"It is diagnosed by radiographic measurement of the alveolar bone level, with or without clinical symptoms of inflammation and a probing depth greater than 4 mm.",Inflammation,Abstract
38390610,"The objective of this work was to review the scientific evidence on the prevalence, etiology, predisposing factors, clinical behavior and imaging characteristics of PI.",Tics,Abstract
38390609,[Effect of the forward head syndrome in the development of temporomandibular disorders].,Syndrome,Title
