symptom_cui|disease_cui|symptom_name|disease_name|icd9_code
C0238637|C0267515|Anal pain; pain anal; Pain anal; Pain;anal; ANAL PAIN; Anal Pain; anal pain; Rectal pain; Anus pain; pain anus; pain; anus; anus pain; anus; pain; anus pains; Anal pain (finding); anal pain (symptom)|Chronic idiopathic anal pain; Chronic idiopathic anal pain (disorder)|5563 - Ulcerative (chronic) proctosigmoiditis
C0238637|C0423738|Anal pain; pain anal; Pain anal; Pain;anal; ANAL PAIN; Anal Pain; anal pain; Rectal pain; Anus pain; pain anus; pain; anus; anus pain; anus; pain; anus pains; Anal pain (finding); anal pain (symptom)|Levator syndrome; LEVATOR SYNDROME; levator syndrome; Anorectal spasm; Proctalgia fugax; fugax proctalgia; fugax; proctalgia; Proctalgia Fugax; proctalgia fugax; proctalgia; fugax; Paroxysmal proctalgia; Painful spasm of anus; levator ani syndrome (diagnosis); Painful spasm of anus (disorder); spasmodic; proctalgia; proctalgia; spasmodic; proctalgia fugax (diagnosis); Levator ani spasm syndrome; Levator ani syndrome; levator ani syndrome|4461 - Acute febrile mucocutaneous lymph node syndrome [MCLS]
C0239739|C0029821|Tenderness of gums; gum tenderness; Gingival pain; GINGIVAL PAIN; Gingival Pain; gingival pain; Gingival tenderness; GINGIVAL TENDERNESS; Gum pain; PAIN GUM; Pain gum; GUM PAIN; gum pain; gums pain; Pain;gums; pain in the gums; Gingivalgia; Painful gums; gums painful; painful gums; Sore gums; gums sore; sore gums; gum sore; gums sores; sore gum; Sore gums - symptom; Soreness gum; gum soreness; SORENESS GUM; Painful gingivae; Ache gum; gum ache; ache gums; aches gum; Tender gum; Sore gums (finding); Tenderness of gums (finding); painful gums (symptom)|Other specified periodontal diseases|5238 - Other specified periodontal diseases
C0239739|C0155936|Tenderness of gums; gum tenderness; Gingival pain; GINGIVAL PAIN; Gingival Pain; gingival pain; Gingival tenderness; GINGIVAL TENDERNESS; Gum pain; PAIN GUM; Pain gum; GUM PAIN; gum pain; gums pain; Pain;gums; pain in the gums; Gingivalgia; Painful gums; gums painful; painful gums; Sore gums; gums sore; sore gums; gum sore; gums sores; sore gum; Sore gums - symptom; Soreness gum; gum soreness; SORENESS GUM; Painful gingivae; Ache gum; gum ache; ache gums; aches gum; Tender gum; Sore gums (finding); Tenderness of gums (finding); painful gums (symptom)|gingival and periodontal disease; Gingival and periodontal disease; Gingival and periodontal diseases; Unspecified gingival and periodontal disease; gingival and periodontal disease (diagnosis)|5239 - Unspecified gingival and periodontal disease
C0239779|C0026650|Grimaces; GRIMACING; Grimace; Grimacing; grimace; grimacing; Grimacing NOS; Grimaces (disorder)|Movement Disorders; Movement disorders; movement disorders; MOVEMENT DISORDERS; MOVEMENT DISORDER; Movement Disorder; MOVEMENT DISORDER (NOS); Movement disorder, NOS; movement disorder; Movement disorder; Movement disorder NOS; disorder; movement; movement; disorder; Dyskinesia Syndromes; DYSKINESIA SYNDROME; Dyskinesia syndrome; Dyskinesia Syndrome; Abnormality of movement; Movement abnormalities; Movements disturbance NOS; Movement Disorder Syndromes; Movement Disorder Syndrome; Unusual movement; Unusual movements; Movement disorder (disorder); movement disorder (diagnosis)|5839 - Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney
C0239779|C0392702|Grimaces; GRIMACING; Grimace; Grimacing; grimace; grimacing; Grimacing NOS; Grimaces (disorder)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0240007|C0343741|Inguinal mass; INGUINAL MASS; inguinal mass; Inguinal Mass; Groin lump; lump groin; groin lump; groin lumps; lump in the groin; Lump(s);groin; Groin mass; groin mass; Groin mass (finding); Mass of inguinal region|Donovanosis - inguinal lesion|0992 - Granuloma inguinale
C0240273|C0024207|Tender lymph node; tender lymph node; Tender lymph nodes; lymph nodes tender; tender lymph nodes; Lymph node tenderness; LYMPH NODE TENDERNESS; lymph node tenderness; Tender gland; tender gland; glands tender; Tender lymph node (finding); tender lymph nodes (physical finding)|Lymphadenitis, unspecified, except mesenteric|2893 - Lymphadenitis, unspecified, except mesenteric
C0240608|C0014122|Osler's node; osler's node; OSLER NODE; Osler node; node oslers; nodes oslers; nodes osler; osler node; osler's nodes; Osler's nodes; Osler; node; node; Osler; Osler's node (diagnosis); Osler's node (disorder)|Subacute Bacterial Endocarditis; ENDOCARDITIS, BACTERIAL, SUBACUTE; BACTERIAL ENDOCARDITIS (SUBACUTE); Bacterial endocarditis, subacute; bacterial endocarditis subacute; ENDOCARDITIS BACTERIAL SUBACUTE; Subacute endocarditis, bacterial; Subacute bacterial endocarditis; subacute bacterial endocarditis; Bacterial Endocarditides, Subacute; Endocarditides, Subacute Bacterial; Subacute Bacterial Endocarditides; Bacterial Endocarditis, Subacute; Endocarditis, Subacute Bacterial; Endocarditis Lenta; lenta; endocarditis; Endocarditis, lenta; Endocarditis lenta; endocarditis lenta; endocarditis; lenta; sbe; SBE; SBE - subacute bacterial endocarditis; SBE - Subacute bacterial endocarditis; SBE (subacute bacterial endocarditis); infectious; endocarditis; ENDOCARDITIS INFECTIOUS; infectious endocarditis; endocarditis infectious; ie; Subacute bacterial endocarditi; Subacute endocarditis, lenta; Subacute bacterial endocarditis (disorder); subacute bacterial endocarditis (diagnosis)|4210 - Acute and subacute bacterial endocarditis
C0240608|C0037278|Osler's node; osler's node; OSLER NODE; Osler node; node oslers; nodes oslers; nodes osler; osler node; osler's nodes; Osler's nodes; Osler; node; node; Osler; Osler's node (diagnosis); Osler's node (disorder)|Skin Diseases, Infectious; infectious skin diseases; Disease, Infectious Skin; Infectious Skin Disease; Skin Disease, Infectious; infectious skin disease; Diseases, Infectious Skin; Infectious Skin Diseases; Infection of skin; infection of skin; skin infection; SKIN INFECTION; Skin Infections; Skin infection; Skin--Infections; Skin infection NOS; Infection;skin; infection; skin; skin; infection; Skin Infection; Skin infections; infection of skin (diagnosis); Infection of skin (disorder)|9073 - Late effect of injury to nerve root(s), spinal plexus(es), and other nerves of trunk
C0240608|C0553977|Osler's node; osler's node; OSLER NODE; Osler node; node oslers; nodes oslers; nodes osler; osler node; osler's nodes; Osler's nodes; Osler; node; node; Osler; Osler's node (diagnosis); Osler's node (disorder)|endocarditis; bacterial, acute or subacute; endocarditis; acute or subacute, bacterial; Acute and subacute bacterial endocarditis; Bacterial endocarditis (acute) (subacute)|4210 - Acute and subacute bacterial endocarditis
C0240715|C0009663|Perineal lump; perineal lump; Perineal mass; Perineal lump (finding); perineal lump (symptom)|Condylomata Acuminata; acuminata condylomata; Condylomata acuminata; condylomata acuminata; Condyloma acuminatum; CONDYLOMA ACUMINATA; CONDYLOMA ACUMINATUM; condyloma acuminatum; Condylomata acuminatum; acuminata condylomas; condylomata acuminatum; condyloma acuminata; condyloma; acuminata; acuminata; condyloma; Condyloma Acuminatum; Anogenital warts; warts anogenital; anogenital warts; Anogenital wart; anogenital wart; wart anogenital; anogenital; wart; wart; anogenital; Warts, Genital; Genital warts; genital warts; Genital Wart; Wart, Genital; Genital wart; GENITAL WART; genital wart; Genital warts NOS; Genital Warts; Warts, Venereal; Venereal warts; venereal warts; Venereal Wart; Wart, Venereal; Venereal wart; venereal wart; venereal; wart; wart; venereal; Venereal Warts; Verruca acuminata; acuminata; verruca; verruca acuminata; verruca; acuminata; CONDYLOMA ACCUMINATA; Condyloma Accuminata; condyloma accuminata; Condyloma; condyloma; Anogenital (venereal) warts; AGW - Anogenital warts; anogenital warts (diagnosis); Condyloma acuminatum of the anogenital region; Condylomata acuminatum of the anogenital region; Anogenital warts (disorder); Genital warts (disorder); verruca; venereal; venereal; verruca; genital warts (diagnosis); Condylomata acuminate; genitals warts|6249 - Unspecified noninflammatory disorder of vulva and perineum
C0240715|C0269220|Perineal lump; perineal lump; Perineal mass; Perineal lump (finding); perineal lump (symptom)|Cyst of vulva; cyst of vulva; cyst vulva; cysts vulva; vulva cyst; Vulva cyst; cyst; vulva; vulva; cyst; Vulvar cyst; vulvar cyst; Vulvar cysts; cysts vulvar; Cyst of vulva (disorder); cyst of vulva (diagnosis); cyst of vulva (physical finding)|6169 - Unspecified inflammatory disease of cervix, vagina, and vulva
C0240715|C0473491|Perineal lump; perineal lump; Perineal mass; Perineal lump (finding); perineal lump (symptom)|Perineal hematoma; hematoma; perineal; Perineal haematoma; perineum hematoma (physical finding); Perineal hematoma (disorder); perineum hematoma; perineum; hematoma|6146 - Pelvic peritoneal adhesions, female (postoperative) (postinfection)
C0240715|C0574913|Perineal lump; perineal lump; Perineal mass; Perineal lump (finding); perineal lump (symptom)|Perineal wart; Perineal warts; perineal warts; warts perineal; perineal warts (diagnosis); Perineal wart (disorder)|6390 - Genital tract and pelvic infection following abortion or ectopic and molar pregnancies
C0240715|C1274820|Perineal lump; perineal lump; Perineal mass; Perineal lump (finding); perineal lump (symptom)|Penile sclerosing lipogranuloma; Penile sclerosing lipogranuloma (disorder)|6861 - Pyogenic granuloma of skin and subcutaneous tissue
C0240715|C2960037|Perineal lump; perineal lump; Perineal mass; Perineal lump (finding); perineal lump (symptom)|Foreign body granuloma of penis; Foreign body granuloma of penis (disorder)|7094 - Foreign body granuloma of skin and subcutaneous tissue
C0240812|C0033575|Prostatic pain; PAIN PROSTATIC; Pain prostatic; Prostatic Pain; Pain of prostate; PROSTATE PAIN; pain prostate; Prostate pain; Pain;prostate; prostate pain; prostadynia; Prostatalgia; Prostatodynia; prostatodynia; Prostate painful; Pain of prostate (finding)|Prostatic Diseases; prostatic diseases; Disease, Prostatic; Prostatic Disease; prostatic disease; Diseases, Prostatic; Prostate disease; disease prostate; Disease;prostate; prostate disease; Prostate Disease; DISEASES OF THE PROSTATE; Disease of prostate, NOS; disease prostates; diseases prostate; of prostate disease; prostate diseases; Prostate--Diseases; Prostate Diseases; Prostatic disorder; PROSTATIC DISORDER; Prostatic disorder, NOS; Prostatic disorder NOS; Disorder of prostate, unspecified; Unspecified disorder of prostate; Disorder of prostate; prostate disorder; Disorder of prostate, NOS; disorders prostate; PROSTATE DISORDER; Prostate Disorder; prostate disorders; Prostatic disease or syndrome; Prostatic Diseases and Syndromes; disease (or disorder); prostate; Disorder of prostate (disorder); prostate disorders (diagnosis)|9073 - Late effect of injury to nerve root(s), spinal plexus(es), and other nerves of trunk
C0240920|C0153136|Saber shin; SABER SHIN; saber shin; Saber shin, NOS; saber shins; Saber shin (disorder); saber shins (physical finding)|Other symptomatic late congenital syphilis; Other late congenital syphilis, symptomatic|0905 - Other late congenital syphilis, symptomatic
C0240920|C1290880|Saber shin; SABER SHIN; saber shin; Saber shin, NOS; saber shins; Saber shin (disorder); saber shins (physical finding)|Disorder of lower leg; disorder of lower leg; disorder of lower leg (diagnosis); Disorder of lower leg (disorder)|8976 - Traumatic amputation of leg(s) (complete) (partial), bilateral [any level]), without mention of complication
C0240941|C0406629|Pruritus of scalp; pruritus of scalp; SCALP PRURITUS; Scalp pruritus; scalp pruritus; Scalp itchy; Itchy scalp; itchy scalp; scalp itchy; Scalp itching; itching scalp; Itching;scalp; scalp itching; itch scalp; scalp itch; itching of scalp; Scalp itchy (finding); itching of scalp (symptom)|Disorder of scalp; scalp disorders; Scalp Disorders; Scalp disorder; Disorder of scalp (disorder)|V401 - Mental and behavioral problems with communication [including speech]
C0240941|C1302820|Pruritus of scalp; pruritus of scalp; SCALP PRURITUS; Scalp pruritus; scalp pruritus; Scalp itchy; Itchy scalp; itchy scalp; scalp itchy; Scalp itching; itching scalp; Itching;scalp; scalp itching; itch scalp; scalp itch; itching of scalp; Scalp itchy (finding); itching of scalp (symptom)|Disorder of skin of head; Disorder of skin of head (disorder)|7048 - Other specified diseases of hair and hair follicles
C0241439|C0040409|Paresthesia of tongue; TONGUE PARESTHESIA; Paraesthesia of tongue; Paraesthesia tongue; Paresthesia tongue; Paresthesia of tongue (disorder)|Tongue Diseases; diseases tongue; tongue diseases; Tongue Disease; Disease, Tongue; DISEASES OF THE TONGUE; Disease of tongue, NOS; Disease of tongue; Diseases of tongue; disease of tongue; disease tongue; diseases of the tongue; diseases of tongue; tongue disease; Tongue--Diseases; Tongue disease; Diseases, Tongue; Unspecified condition of the tongue; Disorder of tongue; disorder of tongue; TONGUE DISORDER; DISORDER TONGUE; Tongue disorder, NOS; disorders tongue; tongue disorder; Disorder tongue; Tongue disorder; Tongue disorder NOS; Tongue Disorder; tongue; disorder; Tongue Disorders; Tongue disorders; Disease of tongue, unspecified; tongue disorder disease; disease (or disorder); tongue; Disorder of tongue (disorder); disorder of tongue (diagnosis)|7789 - Unspecified condition involving the integument and temperature regulation of fetus and newborn
