PMID,Sentence,Found Terms,Classification
38423680,"Pyoderma gangrenosum is a rare neutrophilic dermatosis that results in painful cutaneous ulcers and is frequently associated with underlying hematologic disorders, inflammatory bowel disease, or other autoimmune disorders.",Pyoderma,Disease
38423680,"Pyoderma gangrenosum is a rare neutrophilic dermatosis that results in painful cutaneous ulcers and is frequently associated with underlying hematologic disorders, inflammatory bowel disease, or other autoimmune disorders.",Pyoderma Gangrenosum,Disease
38423679,Postoperative and Peristomal Pyoderma Gangrenosum: Subtypes of Pyoderma Gangrenosum.,Pyoderma,Disease
38423679,Postoperative and Peristomal Pyoderma Gangrenosum: Subtypes of Pyoderma Gangrenosum.,Pyoderma Gangrenosum,Disease
38423679,Postoperative pyoderma gangrenosum and peristomal pyoderma gangrenosum are 2 subtypes of pyoderma gangrenosum.,Pyoderma,Disease
38423679,Postoperative pyoderma gangrenosum and peristomal pyoderma gangrenosum are 2 subtypes of pyoderma gangrenosum.,Pyoderma Gangrenosum,Disease
38423679,"The diagnosis is made as a clinicopathologic correlation when assessing a rapidly progressing ulcer with irregular and undermined borders following a surgical procedure, trauma, or the creation of a stoma.",Diagnosis,Unknown
38423679,"The diagnosis is made as a clinicopathologic correlation when assessing a rapidly progressing ulcer with irregular and undermined borders following a surgical procedure, trauma, or the creation of a stoma.",Ulcer,Unknown
38422665,Adjuvant therapy following surgery is imperative for enhancing the prognosis of patients with oral squamous cell carcinoma (OSCC) in the clinical setting.,Carcinoma,Unknown
38422665,Adjuvant therapy following surgery is imperative for enhancing the prognosis of patients with oral squamous cell carcinoma (OSCC) in the clinical setting.,Prognosis,Unknown
38422652,"Portulacae Herba and Granati Pericarpium pair (PGP) is a traditional Chinese herbal medicine treatment for colitis, clinically demonstrating a relatively favorable effect on relieving diarrhea and abnormal stools.",Colitis,Disease
38422652,"Portulacae Herba and Granati Pericarpium pair (PGP) is a traditional Chinese herbal medicine treatment for colitis, clinically demonstrating a relatively favorable effect on relieving diarrhea and abnormal stools.",Diarrhea,Symptom
38421228,"To describe the knowledge, appropriateness and practices regarding the evidence-based “Clinical Practice Guidelines (CPG) for the comprehensive management of gestational syphilis (GS) and congenital syphilis (CS)”.",Syphilis,Disease
38421228,"To describe the knowledge, appropriateness and practices regarding the evidence-based “Clinical Practice Guidelines (CPG) for the comprehensive management of gestational syphilis (GS) and congenital syphilis (CS)”.",Congenital,Unknown
38421228,"To describe the knowledge, appropriateness and practices regarding the evidence-based “Clinical Practice Guidelines (CPG) for the comprehensive management of gestational syphilis (GS) and congenital syphilis (CS)”.",Syphilis,Disease
38421226,Prenatal diagnosis of Freeman-Sheldon syndrome using ultrasound and genetic testing.,Prenatal Diagnosis,Unknown
38421226,Prenatal diagnosis of Freeman-Sheldon syndrome using ultrasound and genetic testing.,Diagnosis,Unknown
38421226,Prenatal diagnosis of Freeman-Sheldon syndrome using ultrasound and genetic testing.,Syndrome,Disease
38421226,Prenatal diagnosis of Freeman-Sheldon syndrome using ultrasound and genetic testing.,Genetic Testing,Unknown
38421226,To describe a case of prenatal diagnosis of Freeman-Sheldon syndrome based on ultrasound findings and complete fetal exome sequencing.,Prenatal Diagnosis,Unknown
38421226,To describe a case of prenatal diagnosis of Freeman-Sheldon syndrome based on ultrasound findings and complete fetal exome sequencing.,Diagnosis,Unknown
38421226,To describe a case of prenatal diagnosis of Freeman-Sheldon syndrome based on ultrasound findings and complete fetal exome sequencing.,Syndrome,Disease
38420613,We aim to use fundus fluorescein angiography (FFA) to label the capillaries on color fundus (CF) photographs and train a deep learning model to quantify retinal capillaries noninvasively from CF and apply it to cardiovascular disease (CVD) risk assessment.,Disease,Disease
38420613,We aim to use fundus fluorescein angiography (FFA) to label the capillaries on color fundus (CF) photographs and train a deep learning model to quantify retinal capillaries noninvasively from CF and apply it to cardiovascular disease (CVD) risk assessment.,Learning,Unknown
38420613,We aim to use fundus fluorescein angiography (FFA) to label the capillaries on color fundus (CF) photographs and train a deep learning model to quantify retinal capillaries noninvasively from CF and apply it to cardiovascular disease (CVD) risk assessment.,Fluorescein Angiography,Unknown
38420613,We aim to use fundus fluorescein angiography (FFA) to label the capillaries on color fundus (CF) photographs and train a deep learning model to quantify retinal capillaries noninvasively from CF and apply it to cardiovascular disease (CVD) risk assessment.,Angiography,Unknown
38420574,The assessment reveals that the various use cases of machine learning for health financing have the potential to affect all the UHC intermediate objectives - the equitable distribution of resources (both positively and negatively); efficiency (primarily positively); and transparency (both positively and negatively).,Affect,Unknown
38420574,The assessment reveals that the various use cases of machine learning for health financing have the potential to affect all the UHC intermediate objectives - the equitable distribution of resources (both positively and negatively); efficiency (primarily positively); and transparency (both positively and negatively).,Learning,Unknown
38420574,The assessment reveals that the various use cases of machine learning for health financing have the potential to affect all the UHC intermediate objectives - the equitable distribution of resources (both positively and negatively); efficiency (primarily positively); and transparency (both positively and negatively).,Efficiency,Unknown
38420563,"Although many studies have addressed such disparities caused by COVID-19, to our knowledge, no study has focused on the association of race on outcomes for patients with COVID-19 requiring venovenous extracorporeal membrane oxygenation support.",Association,Unknown
38420563,"Although many studies have addressed such disparities caused by COVID-19, to our knowledge, no study has focused on the association of race on outcomes for patients with COVID-19 requiring venovenous extracorporeal membrane oxygenation support.",COVID-19,Disease
38420563,The goal of this study was to assess association of race on death and duration on venovenous extracorporeal membrane oxygenation in both the pre-COVID-19 and COVID-19 eras.,Association,Unknown
38420563,The goal of this study was to assess association of race on death and duration on venovenous extracorporeal membrane oxygenation in both the pre-COVID-19 and COVID-19 eras.,Death,Unknown
38420563,The goal of this study was to assess association of race on death and duration on venovenous extracorporeal membrane oxygenation in both the pre-COVID-19 and COVID-19 eras.,COVID-19,Disease
38420558,Brain injury is commonly seen on magnetic resonance imaging in infants with complex congenital heart disease.,Disease,Disease
38420558,Brain injury is commonly seen on magnetic resonance imaging in infants with complex congenital heart disease.,Magnetic Resonance Imaging,Unknown
38420549,A comprehensive deep venous thrombosis prophylaxis regimen in isolated coronary artery bypass grafting.,Venous Thrombosis,Unknown
38420549,A comprehensive deep venous thrombosis prophylaxis regimen in isolated coronary artery bypass grafting.,Thrombosis,Unknown
38420549,A comprehensive deep venous thrombosis prophylaxis regimen in isolated coronary artery bypass grafting.,Coronary Thrombosis,Disease
38420549,Deep venous thrombosis (DVT) is a known surgical complication that can lead to pulmonary embolism with subsequent morbidity and mortality.,Embolism,Unknown
38420549,Deep venous thrombosis (DVT) is a known surgical complication that can lead to pulmonary embolism with subsequent morbidity and mortality.,Embolism and Thrombosis,Disease
38420549,Deep venous thrombosis (DVT) is a known surgical complication that can lead to pulmonary embolism with subsequent morbidity and mortality.,Pulmonary Embolism,Unknown
