PMID,Sentence,Found Terms
38448373,"Human leukocyte antigen (HLA) B27 is a susceptibility allele of ankylosing spondylitis (AS), and HLA-B27 antigen typing is an important indicator for clinical diagnosis of AS, but current typing methods such as sequence specific primer polymerase chain reaction (PCR-SSP) still possess limitation.","Spondylitis, Diagnosis, Spondylitis, Ankylosing"
38448372,Sepsis-associated cognitive dysfunction is a common complication in patients with sepsis and lack of effective treatment.,"Sepsis, Cognitive Dysfunction"
38448372,"This study aims to investigate the expression of SIK in the hippocampus of septic mice, and to evaluate the role and mechanism of the SIK inhibitor HG-9-91-01 in sepsis-associated cognitive dysfunction.","Role, Cognitive Dysfunction"
38448371,SPP2 plays a role in the tumorigenesis of hepatocellular carcinoma: A bioinformatic based analysis.,"Carcinoma, Role"
38448371,"Hepatocellular carcinoma (HCC) patients at the same stage exhibit different prognosis, and the underlying molecular mechanism remains unclear.","Carcinoma, Prognosis, Carcinoma, Hepatocellular"
38448147,"Parasites in ancient Egypt and Nubia: Malaria, schistosomiasis and the pharaohs.","Schistosomiasis, Malaria"
38448147,"A meta-analysis approach finds that up to 65% of mummies were positive for schistosomiasis, 40% for headlice, 22% for falciparum malaria, and 10% for visceral leishmaniasis.","Schistosomiasis, Leishmaniasis, Visceral, Malaria, Falciparum, Malaria, Leishmaniasis"
38448122,"To compare the efficacy of preemptive ibuprofen, local ketamine, and their combination in managing postoperative pain and trismus following third molar surgery.","Trismus, Pain, Postoperative, Pain"
38448119,CEMENTED AND SCREW-RETAINED IMPLANT-SUPPORTED RESTORATIONS MAY HAVE A COMPARABLE RISK FOR PERI-IMPLANT MUCOSITIS AND PERI-IMPLANTITIS.,"Peri-Implantitis, Mucositis"
38446499,Biomechanical parameters of the golf swing associated with lower back pain: A systematic review.,"Back Pain, Pain"
38446499,Low back pain (LBP) is the most common injury in golfers of all abilities.,"Back Pain, Low Back Pain, Pain"
38445239,"In microwave ablation (MWA), tissue-specific factors including tissue perfusion, hepatic steatosis, and fibrosis affect therapeutic extent, but current thermal dosing guidelines do not account for these parameters.","Affect, Fibrosis"
38445189,"Insights From Studies on Ustekinumab: Efficacy, Long-Term Outcomes, and Treatment Persistence in Patients With Ulcerative Colitis.","Colitis, Colitis, Ulcerative"
38445184,"Upadacitinib Safety and Time to Relapse: Analysis of Phase 3 Maintenance Studies, U-ACHIEVE and U-ENDURE, in Patients With Moderately to Severely Active Ulcerative Colitis.","Colitis, Colitis, Ulcerative"
38445027,Cumulative Lifetime Violence and Bacterial Vaginosis Infection in Sexually Transmitted Infections: Findings From a Retrospective Cohort Study Among Black Women at Risk for HIV.,"HIV Infections, Infections, Bacterial Infections"
38445027,Bacterial vaginosis is the most common vaginal condition among women of reproductive age and has been associated with sexually transmitted infections.,"Infections, Bacterial Infections"
38445027,"This study examines the association between cumulative lifetime violence exposure, bacterial vaginosis, and sexually transmitted infections among Black women at risk for HIV.","Association, HIV Infections, Vaginosis, Bacterial, Infections, Bacterial Infections"
38444991,The Saudi initiative for asthma - 2024 update: Guidelines for the diagnosis and management of asthma in adults and children.,"Diagnosis, Asthma"
38444991,"The Saudi Initiative for Asthma 2024 (SINA-2024) is the sixth version of asthma guidelines for the diagnosis and management of asthma for adults and children that was developed by the SINA group, a subsidiary of the Saudi Thoracic Society.","Diagnosis, Asthma"
38444991,"To facilitate achieving the goals of asthma management, the SINA Panel approach is mainly based on the assessment of symptom control and risk for both adults and children.","Symptom Assessment, Goals, Asthma"
38444991,"SINA guidelines have focused more on personalized approaches reflecting a better understanding of disease heterogeneity with the integration of recommendations related to biologic agents, evidence-based updates on treatment, and the role of immunotherapy in management.","Role, Disease"
38444881,Successful permanent pacemaker explantation after diagnosis and treatment of Lyme carditis complete heart block: a case report.,"Diagnosis, Heart Block"
38444711,"Neuroinflammation and oxidative stress are critical factors involved in the pathogenesis of Parkinson's disease (PD), the second most common progressive neurodegenerative disease.","Disease, Parkinson Disease"
38444690,"Decompensated cirrhosis, defined by the overt manifestations of liver failure and portal hypertension (eg, ascites, hepatic encephalopathy, variceal bleeding), is the inflection point associated with increased morbidity and mortality in chronic liver disease.","Hepatic Encephalopathy, Liver Cirrhosis, Disease, Hypertension, Ascites, Hypertension, Portal, Liver Failure, Chronic Disease"
38444690,The goals of treatment of HRS-AKI are to reverse renal failure and prolong survival in these critically ill patients or perhaps to allow the transplant team to complete the pretransplant evaluation and bridge the patient to transplant.,"Goals, Treatment Failure"
38444574,Patient and family experiences of lysosomal storage diseases in Canada: A qualitative interview study.,"Lysosomal Storage Diseases, Family"
38444574,"Canadian patients and families affected by rare genetic lysosomal storage diseases (LSDs) suffer from numerous challenges related to disease management, including issues navigating healthcare and social support services, access to orphan drugs, and intensive treatment regimens.","Disease, Rare Diseases, Lysosomal Storage Diseases"
38444458,Ustekinumab Reintroduction: Week 16 Results and Baseline Response Analysis From the POWER Study in Patients With Crohn's Disease.,"Disease, Crohn Disease"
38444457,Highlights in Crohn's Disease From the American College of Gastroenterology (ACG) 2023 Annual Scientific Meeting: Commentary.,"Disease, Crohn Disease"
38444456,Safety and Efficacy of Risankizumab in Crohn's Disease: Prospective Real-World Experience and Systematic Literature Review.,"Disease, Crohn Disease"
38444455,Analysis of Upadacitinib in IBD: Evaluating Safety and Efficacy Across Phase 3 Trials in Patients With Crohn's Disease or Ulcerative Colitis.,"Colitis, Disease, Crohn Disease"
38444454,Insights on Filgotinib in Crohn's Disease From the DIVERSITY1 and SELECTION Studies.,"Disease, Crohn Disease"
38444453,Efficacy and Safety of Guselkumab in Crohn's Disease: Results From the GALAXI 1 Study.,"Disease, Crohn Disease"
38444452,Real-World Clinical Effectiveness and Safety of Vedolizumab and Ustekinumab in Bio-naive Patients With Complex or Noncomplex Crohn's Disease: Results From the EVOLVE Expansion Study.,"Disease, Crohn Disease"
38444380,Celiac Disease: A Review from Genetic to Treatment.,"Celiac Disease, Disease"
38444380,Celiac disease (CD) is a complex disorder influenced by genetic and environmental factors.,"Celiac Disease, Disease"
38443234,Is maxillary sinusitis and radiographic maxillary sinus opacification associated with an altered microbiology of MRONJ?,"Maxillary Sinusitis, Sinusitis"
38443234,Maxillary sinusitis can be a sequela of medication-related osteonecrosis of the jaw (MRONJ).,"Osteonecrosis, Maxillary Sinusitis, Sinusitis"
