Tree Number,Disease Name
C20.683.515.528.565,"Leukemia, Prolymphocytic"
C04.557.337.539.250,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
C15.378.190.636.370,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
C15.378.508.539.250,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
C23.550.291.500.485,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
C04.557.337.539.250.300,"Leukemia, Myeloid, Accelerated Phase"
C15.378.190.636.370.300,"Leukemia, Myeloid, Accelerated Phase"
C15.378.508.539.250.300,"Leukemia, Myeloid, Accelerated Phase"
C23.550.291.500.485.300,"Leukemia, Myeloid, Accelerated Phase"
C04.557.337.539.250.400,"Leukemia, Myeloid, Chronic-Phase"
C15.378.190.636.370.400,"Leukemia, Myeloid, Chronic-Phase"
C15.378.508.539.250.400,"Leukemia, Myeloid, Chronic-Phase"
C23.550.291.500.485.400,"Leukemia, Myeloid, Chronic-Phase"
C15.378.190.636.380,"Leukemia, Neutrophilic, Chronic"
C23.550.291.500.497,"Leukemia, Neutrophilic, Chronic"
C04.557.337.539.275,"Leukemia, Myeloid, Acute"
C15.378.508.539.275,"Leukemia, Myeloid, Acute"
C04.557.337.539.275.125,"Leukemia, Basophilic, Acute"
C15.378.508.539.275.125,"Leukemia, Basophilic, Acute"
C04.557.337.539.275.300,"Leukemia, Eosinophilic, Acute"
C15.378.508.539.275.300,"Leukemia, Eosinophilic, Acute"
C04.557.337.539.275.700,"Leukemia, Promyelocytic, Acute"
C15.378.508.539.275.700,"Leukemia, Promyelocytic, Acute"
C04.557.337.539.522,"Leukemia, Myelomonocytic, Chronic"
C15.378.190.615.510,"Leukemia, Myelomonocytic, Chronic"
C15.378.508.539.522,"Leukemia, Myelomonocytic, Chronic"
C23.550.291.500.495,"Leukemia, Myelomonocytic, Chronic"
C04.557.337.539.520,"Leukemia, Myelomonocytic, Acute"
C15.378.508.539.520,"Leukemia, Myelomonocytic, Acute"
C01.925.782.815.200.470,HTLV-I Infections
C20.673.483.470,HTLV-I Infections
C01.925.782.815.200.480,HTLV-II Infections
C20.673.483.480,HTLV-II Infections
C01.207.618.500,"Paraparesis, Tropical Spastic"
C01.925.782.815.200.470.710,"Paraparesis, Tropical Spastic"
C10.228.228.618.500,"Paraparesis, Tropical Spastic"
C10.228.854.525.700,"Paraparesis, Tropical Spastic"
C10.586.750.700,"Paraparesis, Tropical Spastic"
C07.465.815.497.500,Salivary Gland Calculi
C23.300.175.700.500,Salivary Gland Calculi
C12.050.351.968.419.815,"Renal Tubular Transport, Inborn Errors"
C12.200.777.419.815,"Renal Tubular Transport, Inborn Errors"
C12.950.419.815,"Renal Tubular Transport, Inborn Errors"
C16.320.565.893,"Renal Tubular Transport, Inborn Errors"
C16.320.831,"Renal Tubular Transport, Inborn Errors"
C18.452.648.893,"Renal Tubular Transport, Inborn Errors"
C08.460.525,Nasal Obstruction
C08.618.846.185.525,Nasal Obstruction
C09.603.525,Nasal Obstruction
C22.405,Goat Diseases
C10.597.606.360.455.937,Rett Syndrome
C16.320.322.500.937,Rett Syndrome
C16.320.400.525.937,Rett Syndrome
C01.748.749.267,Ethmoid Sinusitis
C08.460.692.752.267,Ethmoid Sinusitis
C08.730.749.267,Ethmoid Sinusitis
C09.603.692.752.267,Ethmoid Sinusitis
C01.748.749.387,Frontal Sinusitis
C08.460.692.752.387,Frontal Sinusitis
C08.730.749.387,Frontal Sinusitis
C09.603.692.752.387,Frontal Sinusitis
C01.748.749.578,Maxillary Sinusitis
C08.460.692.752.578,Maxillary Sinusitis
C08.730.749.578,Maxillary Sinusitis
C09.603.692.752.578,Maxillary Sinusitis
C01.748.749.827,Sphenoid Sinusitis
C08.460.692.752.827,Sphenoid Sinusitis
C08.730.749.827,Sphenoid Sinusitis
C09.603.692.752.827,Sphenoid Sinusitis
C01.221.250.875.049,AIDS Dementia Complex
C01.221.812.640.400.070,AIDS Dementia Complex
C01.778.640.400.070,AIDS Dementia Complex
C01.925.782.815.616.400.049,AIDS Dementia Complex
C01.925.813.400.070,AIDS Dementia Complex
C10.228.140.380.070,AIDS Dementia Complex
C12.100.937.640.400.070,AIDS Dementia Complex
C20.673.480.070,AIDS Dementia Complex
C04.182.198,Choledochal Cyst
C06.130.120.127,Choledochal Cyst
C06.198.184,Choledochal Cyst
C16.131.314.184,Choledochal Cyst
C05.116.900.853.625.800.424,"Arthritis, Psoriatic"
C05.550.114.145,"Arthritis, Psoriatic"
C05.550.114.865.800.424,"Arthritis, Psoriatic"
C17.800.859.675.175,"Arthritis, Psoriatic"
C05.116.540,Hyperostosis
C11.768.585.585,Retinal Drusen
C10.292.700.450,Optic Disk Drusen
C11.640.513,Optic Disk Drusen
C01.610.718,"Pregnancy Complications, Parasitic"
C12.050.703.700.680,"Pregnancy Complications, Parasitic"
C01.925.256.743.175,Cowpox
C15.604.250,Histiocytosis
C08.381.150,"Cystic Adenomatoid Malformation of Lung, Congenital"
C08.695.290,"Cystic Adenomatoid Malformation of Lung, Congenital"
C16.131.740.290,"Cystic Adenomatoid Malformation of Lung, Congenital"
C15.604.250.410,"Histiocytosis, Non-Langerhans-Cell"
C15.604.250.410.450,"Histiocytosis, Sinus"
C08.695,Respiratory System Abnormalities
C16.131.740,Respiratory System Abnormalities
C04.557.227,"Histiocytic Disorders, Malignant"
C15.604.250.390,"Histiocytic Disorders, Malignant"
C04.588.614.550.500.225,Lambert-Eaton Myasthenic Syndrome
C04.730.856.490.225,Lambert-Eaton Myasthenic Syndrome
C10.114.656.150,Lambert-Eaton Myasthenic Syndrome
C10.574.781.588.225,Lambert-Eaton Myasthenic Syndrome
C10.668.758.725.150,Lambert-Eaton Myasthenic Syndrome
C20.111.258.500.150,Lambert-Eaton Myasthenic Syndrome
C25.723.680,Mycotoxicosis
C01.221.250.875,HIV Infections
C01.221.812.640.400,HIV Infections
C01.778.640.400,HIV Infections
C01.925.782.815.616.400,HIV Infections
C01.925.813.400,HIV Infections
C12.100.937.640.400,HIV Infections
C20.673.480,HIV Infections
C05.116.198.579.610,"Osteoporosis, Postmenopausal"
C18.452.104.579.610,"Osteoporosis, Postmenopausal"
C05.651.310,"Fatigue Syndrome, Chronic"
C10.586.500.600,"Fatigue Syndrome, Chronic"
C10.668.364,"Fatigue Syndrome, Chronic"
C23.550.291.500.392,"Fatigue Syndrome, Chronic"
C04.588.531,"Mammary Neoplasms, Animal"
C22.520,"Mammary Neoplasms, Animal"
C26.304.500,Near Drowning
C11.204.267,Corneal Edema
C23.550.382.437,"Granuloma, Foreign-Body"
C26.392.560.325,"Granuloma, Foreign-Body"
C23.888.592.612.054,Abdominal Pain
C23.888.821.030,Abdominal Pain
C08.280,"Granuloma, Respiratory Tract"
C23.550.382.968,"Granuloma, Respiratory Tract"
C26.404.437,"Fractures, Stress"
C16.320.850.475.440,"Keratoderma, Palmoplantar, Diffuse"
C17.800.428.435.440,"Keratoderma, Palmoplantar, Diffuse"
C17.800.827.475.440,"Keratoderma, Palmoplantar, Diffuse"
C11.250.060,Aniridia
C11.270.060,Aniridia
C11.941.375.060,Aniridia
C16.131.384.079,Aniridia
C16.320.290.078,Aniridia
C11.270,"Eye Diseases, Hereditary"
C16.320.290,"Eye Diseases, Hereditary"
C01.150.252.400.536.400,Erythema Chronicum Migrans
C01.150.252.400.794.352.250.400,Erythema Chronicum Migrans
C01.150.252.819.310,Erythema Chronicum Migrans
C01.800.720.310,Erythema Chronicum Migrans
C01.920.930.513.400,Erythema Chronicum Migrans
C17.800.229.200,Erythema Chronicum Migrans
C17.800.838.765.310,Erythema Chronicum Migrans
C11.250.666,Retinal Dysplasia
C11.270.660,Retinal Dysplasia
C11.768.660,Retinal Dysplasia
C16.131.384.784,Retinal Dysplasia
C16.320.290.660,Retinal Dysplasia
C11.270.142,Choroideremia
C11.941.160.300,Choroideremia
C16.320.290.142,Choroideremia
C16.320.322.092,Choroideremia
C11.270.468,Gyrate Atrophy
C11.941.160.578,Gyrate Atrophy
C16.320.290.468,Gyrate Atrophy
C10.900.300.284.250.270,"Eye Injuries, Penetrating"
C26.915.300.425.250.270,"Eye Injuries, Penetrating"
C26.986.450,"Eye Injuries, Penetrating"
C04.588.364.978.400,Iris Neoplasms
C11.319.494.400,Iris Neoplasms
C11.941.375.375,Iris Neoplasms
C11.941.855.400,Iris Neoplasms
C11.525.381.056,"Glaucoma, Angle-Closure"
C11.540,Ocular Hypotension
C01.375,Eye Infections
C11.294,Eye Infections
C01.150.252.289,"Eye Infections, Bacterial"
C01.375.354,"Eye Infections, Bacterial"
C11.294.354,"Eye Infections, Bacterial"
C25.775.793,"Substance Abuse, Intravenous"
C01.150.703.320,"Eye Infections, Fungal"
C01.375.450,"Eye Infections, Fungal"
C11.294.450,"Eye Infections, Fungal"
C01.610.300,"Eye Infections, Parasitic"
C11.294.725,"Eye Infections, Parasitic"
C01.610.300.125,Acanthamoeba Keratitis
C01.610.752.049.203,Acanthamoeba Keratitis
C11.204.564.112,Acanthamoeba Keratitis
C11.294.725.125,Acanthamoeba Keratitis
C05.116.099.708.582,Langer-Giedion Syndrome
C01.610.300.562,"Onchocerciasis, Ocular"
C01.610.335.508.700.750.361.699.500,"Onchocerciasis, Ocular"
C01.920.891,"Onchocerciasis, Ocular"
C11.294.725.562,"Onchocerciasis, Ocular"
C01.375.725,"Eye Infections, Viral"
C01.925.325,"Eye Infections, Viral"
C11.294.800,"Eye Infections, Viral"
C01.150.252.289.900,"Uveitis, Suppurative"
C01.150.703.320.900,"Uveitis, Suppurative"
C01.375.265.500,"Uveitis, Suppurative"
C01.375.354.900,"Uveitis, Suppurative"
C01.375.450.900,"Uveitis, Suppurative"
C01.830.900,"Uveitis, Suppurative"
C11.294.265.500,"Uveitis, Suppurative"
C11.294.354.900,"Uveitis, Suppurative"
C11.294.450.900,"Uveitis, Suppurative"
C11.941.879.960,"Uveitis, Suppurative"
C04.557.450.565.575.610,Osteochondroma
C05.116.099.708.670,Osteochondroma
C09.218.568.120,Cochlear Diseases
C10.228.758,Ocular Motility Disorders
C10.292.562,Ocular Motility Disorders
C10.292.562.887.825,Ocular Motility Disorders
C11.590,Ocular Motility Disorders
C09.218.568.900,Vestibular Diseases
C05.550.287,"Chondromatosis, Synovial"
C10.292.562.700,Oculomotor Nerve Diseases
C11.590.436,Oculomotor Nerve Diseases
C11.675.319,Enophthalmos
C10.597.690.575,Tonic Pupil
C11.710.800,Tonic Pupil
C23.888.592.708.575,Tonic Pupil
C11.744.126,Anisometropia
C11.768.725,Retinal Neovascularization
C23.550.589.500.725,Retinal Neovascularization
C11.941.160,Choroid Diseases
C11.941.375.360,Iridocyclitis
C11.941.879.780.880.400,Iridocyclitis
C11.941.879.780,Panuveitis
C11.941.879.780.900,"Uveitis, Posterior"
C11.941.879.900,"Uveitis, Intermediate"
C11.941.160.478.700,Pars Planitis
C11.941.879.780.900.300.659,Pars Planitis
C11.941.879.900.500,Pars Planitis
C10.597.690.150,Anisocoria
C11.710.090,Anisocoria
C23.888.592.708.150,Anisocoria
C10.597.690.362,Miosis
C11.710.528,Miosis
C23.888.592.708.362,Miosis
C11.710.570,Mydriasis
C11.768.773.674,"Retinal Necrosis Syndrome, Acute"
C12.050.351.968.934.880,Urinary Retention
C12.200.777.934.880,Urinary Retention
C12.950.934.880,Urinary Retention
C23.550.414.300,"Blood Loss, Surgical"
C23.550.505.300,"Blood Loss, Surgical"
C04.588.894.797.640.700,"Pleural Effusion, Malignant"
C08.528.652.700,"Pleural Effusion, Malignant"
C08.528.694.700,"Pleural Effusion, Malignant"
C08.785.640.700,"Pleural Effusion, Malignant"
C04.182.044,Arachnoid Cysts
C04.588.614.250.387.100,Arachnoid Cysts
C10.500.142.100,Arachnoid Cysts
C10.551.240.375.100,Arachnoid Cysts
C16.131.666.142.100,Arachnoid Cysts
C01.925.782.815.616.850,Simian Acquired Immunodeficiency Syndrome
C01.925.839.850,Simian Acquired Immunodeficiency Syndrome
C22.735.500.850,Simian Acquired Immunodeficiency Syndrome
C01.207.800.350,Gerstmann-Straussler-Scheinker Disease
C10.228.228.800.350,Gerstmann-Straussler-Scheinker Disease
C10.574.500.425,Gerstmann-Straussler-Scheinker Disease
C10.574.843.400,Gerstmann-Straussler-Scheinker Disease
C16.320.400.350,Gerstmann-Straussler-Scheinker Disease
C26.117.500.500,Spinal Fractures
C26.404.812,Spinal Fractures
C12.050.703.560,Oligohydramnios
C16.131.831.493.080,Epidermolysis Bullosa Acquisita
C17.800.804.493.080,Epidermolysis Bullosa Acquisita
C17.800.827.275.080,Epidermolysis Bullosa Acquisita
C17.800.865.410.080,Epidermolysis Bullosa Acquisita
C16.131.831.493.160,Epidermolysis Bullosa Dystrophica
C16.320.850.275.160,Epidermolysis Bullosa Dystrophica
C17.300.200.367,Epidermolysis Bullosa Dystrophica
C17.800.804.493.160,Epidermolysis Bullosa Dystrophica
C17.800.827.275.160,Epidermolysis Bullosa Dystrophica
C17.800.865.410.160,Epidermolysis Bullosa Dystrophica
C16.131.831.493.170,"Epidermolysis Bullosa, Junctional"
C16.320.850.275.170,"Epidermolysis Bullosa, Junctional"
C17.800.804.493.170,"Epidermolysis Bullosa, Junctional"
C17.800.827.275.170,"Epidermolysis Bullosa, Junctional"
C17.800.865.410.170,"Epidermolysis Bullosa, Junctional"
C16.131.831.493.180,Epidermolysis Bullosa Simplex
C16.320.850.275.180,Epidermolysis Bullosa Simplex
C17.800.804.493.180,Epidermolysis Bullosa Simplex
C17.800.827.275.180,Epidermolysis Bullosa Simplex
C17.800.865.410.180,Epidermolysis Bullosa Simplex
C16.131.831.512.723,Sjogren-Larsson Syndrome
C16.320.565.398.641.723,Sjogren-Larsson Syndrome
C16.320.850.820,Sjogren-Larsson Syndrome
C16.614.492.723,Sjogren-Larsson Syndrome
C17.800.428.333.723,Sjogren-Larsson Syndrome
C17.800.804.512.723,Sjogren-Larsson Syndrome
C17.800.827.820,Sjogren-Larsson Syndrome
C18.452.584.563.641.723,Sjogren-Larsson Syndrome
C18.452.648.398.641.723,Sjogren-Larsson Syndrome
C16.131.831.512.410,Ichthyosis Vulgaris
C16.320.850.405,Ichthyosis Vulgaris
C17.800.428.333.410,Ichthyosis Vulgaris
C17.800.804.512.410,Ichthyosis Vulgaris
C17.800.827.405,Ichthyosis Vulgaris
C16.131.831.512.400,"Ichthyosiform Erythroderma, Congenital"
C16.320.850.400,"Ichthyosiform Erythroderma, Congenital"
C16.614.492.400,"Ichthyosiform Erythroderma, Congenital"
C17.800.428.333.250,"Ichthyosiform Erythroderma, Congenital"
C17.800.804.512.400,"Ichthyosiform Erythroderma, Congenital"
C17.800.827.400,"Ichthyosiform Erythroderma, Congenital"
C16.131.831.512.420,"Ichthyosis, X-Linked"
C16.320.322.241,"Ichthyosis, X-Linked"
C16.320.565.925.400,"Ichthyosis, X-Linked"
C16.320.850.408,"Ichthyosis, X-Linked"
C16.614.492.420,"Ichthyosis, X-Linked"
C17.800.428.333.420,"Ichthyosis, X-Linked"
C17.800.804.512.420,"Ichthyosis, X-Linked"
C17.800.827.408,"Ichthyosis, X-Linked"
C18.452.648.925.400,"Ichthyosis, X-Linked"
C11.270.040.545,"Albinism, Oculocutaneous"
C16.320.290.040.100,"Albinism, Oculocutaneous"
C16.320.565.100.102.100,"Albinism, Oculocutaneous"
C16.320.850.080.100,"Albinism, Oculocutaneous"
C17.800.621.440.102.100,"Albinism, Oculocutaneous"
C17.800.827.080.100,"Albinism, Oculocutaneous"
C18.452.648.100.102.100,"Albinism, Oculocutaneous"
C16.320.290.040.600,Piebaldism
C16.320.565.100.102.600,Piebaldism
C16.320.850.080.600,Piebaldism
C17.800.621.440.102.600,Piebaldism
C17.800.827.080.600,Piebaldism
C18.452.648.100.102.600,Piebaldism
C11.270.040.090,"Albinism, Ocular"
C16.320.290.040.090,"Albinism, Ocular"
C16.320.565.100.102.090,"Albinism, Ocular"
C16.320.850.080.090,"Albinism, Ocular"
C17.800.621.440.102.090,"Albinism, Ocular"
C17.800.827.080.090,"Albinism, Ocular"
C18.452.648.100.102.090,"Albinism, Ocular"
C14.280.484.400,Heart Valve Prolapse
C10.500.680.800,Spinal Dysraphism
C16.131.666.680.800,Spinal Dysraphism
C10.500.680.800.750,Spina Bifida Occulta
C16.131.666.680.800.750,Spina Bifida Occulta
C10.500.680.800.730,Spina Bifida Cystica
C16.131.666.680.800.730,Spina Bifida Cystica
C05.660.207.410,Holoprosencephaly
C10.500.034.875,Holoprosencephaly
C16.131.077.410,Holoprosencephaly
C16.131.260.380,Holoprosencephaly
C16.131.621.207.410,Holoprosencephaly
C16.131.666.034.875,Holoprosencephaly
C16.320.180.380,Holoprosencephaly
C06.267,Digestive System Fistula
C23.300.575.185,Digestive System Fistula
C07.465.614,Oral Fistula
C23.300.575.500,Oral Fistula
C08.702,Respiratory Tract Fistula
C23.300.575.687,Respiratory Tract Fistula
C14.240.850.984,Vascular Fistula
C14.907.933,Vascular Fistula
C23.300.575.950,Vascular Fistula
C14.280.067.845.940.349,Accelerated Idioventricular Rhythm
C14.280.123.875.940.349,Accelerated Idioventricular Rhythm
C23.550.073.845.940.349,Accelerated Idioventricular Rhythm
C14.280.067.845.940.700,Torsades de Pointes
C14.280.123.875.940.700,Torsades de Pointes
C23.550.073.845.940.700,Torsades de Pointes
C01.925.782.815.616,Lentivirus Infections
C01.925.782.815.616.350,Feline Acquired Immunodeficiency Syndrome
C01.925.839.400,Feline Acquired Immunodeficiency Syndrome
C22.180.350,Feline Acquired Immunodeficiency Syndrome
C01.925.782.815.616.900,Visna
C01.925.839.900,Visna
C22.836.900,Visna
C01.925.782.815.650,Murine Acquired Immunodeficiency Syndrome
C01.925.928.650,Murine Acquired Immunodeficiency Syndrome
C22.795.650,Murine Acquired Immunodeficiency Syndrome
C01.207.618.750.750,Postpoliomyelitis Syndrome
C01.925.782.687.359.764.650,Postpoliomyelitis Syndrome
C05.651.534.750,Postpoliomyelitis Syndrome
C10.228.228.618.750.750,Postpoliomyelitis Syndrome
C10.228.854.525.850.750,Postpoliomyelitis Syndrome
C10.574.827,Postpoliomyelitis Syndrome
C10.586.750.850.750,Postpoliomyelitis Syndrome
C10.668.491.175.750,Postpoliomyelitis Syndrome
C10.668.864.500,Postpoliomyelitis Syndrome
C01.221.250.875.050,AIDS-Associated Nephropathy
C01.221.812.640.400.072,AIDS-Associated Nephropathy
C01.778.640.400.072,AIDS-Associated Nephropathy
C01.925.782.815.616.400.050,AIDS-Associated Nephropathy
C01.925.813.400.072,AIDS-Associated Nephropathy
C12.050.351.968.419.050,AIDS-Associated Nephropathy
C12.100.937.640.400.072,AIDS-Associated Nephropathy
C12.200.777.419.050,AIDS-Associated Nephropathy
C12.950.419.050,AIDS-Associated Nephropathy
C20.673.480.050,AIDS-Associated Nephropathy
C20.543.480.370.500,Milk Hypersensitivity
C05.116.264.150,Alveolar Bone Loss
C07.465.714.354.500,Alveolar Bone Loss
C07.793.208.688,Smear Layer
C07.465.714.804,Tooth Loss
C07.793.870,Tooth Loss
C04.557.386.480.150,"Lymphoma, B-Cell"
C15.604.515.569.480.150,"Lymphoma, B-Cell"
C20.683.515.761.480.150,"Lymphoma, B-Cell"
C04.557.386.480.750,"Lymphoma, T-Cell"
C15.604.515.569.480.750,"Lymphoma, T-Cell"
C20.683.515.761.480.750,"Lymphoma, T-Cell"
C04.557.386.480.493,"Lymphoma, Large-Cell, Immunoblastic"
C15.604.515.569.480.493,"Lymphoma, Large-Cell, Immunoblastic"
C20.683.515.761.480.487,"Lymphoma, Large-Cell, Immunoblastic"
C04.557.386.480.150.585,"Lymphoma, Large B-Cell, Diffuse"
C15.604.515.569.480.150.585,"Lymphoma, Large B-Cell, Diffuse"
C20.683.515.761.480.150.585,"Lymphoma, Large B-Cell, Diffuse"
C04.557.386.480.750.800,"Lymphoma, T-Cell, Cutaneous"
C15.604.515.569.480.750.800,"Lymphoma, T-Cell, Cutaneous"
C20.683.515.761.480.750.800,"Lymphoma, T-Cell, Cutaneous"
C04.557.386.480.750.825,"Lymphoma, T-Cell, Peripheral"
C15.604.515.569.480.750.825,"Lymphoma, T-Cell, Peripheral"
C20.683.515.761.480.750.825,"Lymphoma, T-Cell, Peripheral"
C01.685,Prosthesis-Related Infections
C23.550.767.868,Prosthesis-Related Infections
C17.300.200.495.380,Granuloma Annulare
C17.800.550.380,Granuloma Annulare
C23.550.382.375,Granuloma Annulare
C17.800.229.800,Sweet Syndrome
C16.320.565.595,Lysosomal Storage Diseases
C18.452.648.595,Lysosomal Storage Diseases
C01.150.703.492.594,Fungemia
C01.757.360,Fungemia
C23.550.470.790.500.360,Fungemia
C01.150.252.100,Bacteremia
C01.757.100,Bacteremia
C23.550.470.790.500.100,Bacteremia
C12.050.351.500.056.630.642,Ovarian Hyperstimulation Syndrome
C12.100.250.056.630.642,Ovarian Hyperstimulation Syndrome
C19.391.630.642,Ovarian Hyperstimulation Syndrome
C10.574.562,Motor Neuron Disease
C10.668.467,Motor Neuron Disease
C01.150.252.400.466,Helicobacter Infections
C04.557.386.480.150.450,"Lymphoma, AIDS-Related"
C15.604.515.569.480.150.450,"Lymphoma, AIDS-Related"
C20.683.515.761.480.150.450,"Lymphoma, AIDS-Related"
C10.900.300.350,"Head Injuries, Closed"
C26.915.300.450,"Head Injuries, Closed"
C26.974.382,"Head Injuries, Closed"
C14.907.617,Peripheral Vascular Diseases
C16.320.850.700,"Pemphigus, Benign Familial"
C17.800.827.700,"Pemphigus, Benign Familial"
C17.800.865.858,"Pemphigus, Benign Familial"
C11.204.290,Corneal Neovascularization
C23.550.589.500.435,Corneal Neovascularization
