Symptom,Related terms
hemorrhage into skin,"Alginates;Alopecia;Computational Biology;Surgical Flaps;Machine Learning;Goat Diseases;Neutrophils;Wound Healing;Hydroxymethylglutaryl CoA Reductases;Plastic Surgery Procedures;Reactive Oxygen Species;T-Lymphocytes;Raloxifene Hydrochloride;Metformin;Wearable Electronic Devices;Sweat;Fibroblasts;Psoriasis;Orientia tsutsugamushi;Epidermis;Autophagy;Collagen;Menthol;Hair Follicle;Tumor Necrosis Factor-alpha;Ultraviolet Rays;Hypoglycemic Agents;Salvia miltiorrhiza;Membrane Proteins;Mice, Hairless;Interleukin-13;Chemokine CCL2;Disease Models, Animal;Hemostatics;Plant Extracts;Vitamin D Deficiency;Epigenesis, Genetic;Immunoglobulins, Intravenous;Biosensing Techniques;Drugs, Chinese Herbal;Trypanosomiasis, African;Skin Diseases;Skin Aging;Dehydrocholesterols;Nanoparticles;Staphylococcal Skin Infections;Anti-Bacterial Agents;Memory T Cells;Sequence Analysis, RNA;Matrix Metalloproteinase 1;Telomere Shortening;Platelet-Rich Plasma;Filaggrin Proteins;Goats;Gelatin;Dendritic Cells;Blood Glucose;Smad Proteins;Mesenchymal Stem Cells;Th2 Cells;Platelet-Rich Fibrin;Collagen Type VII;Lymphadenopathy;Vasculitis;Basic Helix-Loop-Helix Leucine Zipper Transcription Factors;Janus Kinases;Pyroptosis;Graft Rejection;Lipidomics;Metal Nanoparticles;Rejuvenation;Autoantibodies;Fibrosis;STAT Transcription Factors;Cell Proliferation;Phosphorus;Methylene Blue;Edema;Eosinophils;Dermatitis, Atopic;Signal Transduction;Monocytes;Adipose Tissue;Cell Movement;Small Fiber Neuropathy;Hepatocyte Growth Factor;Vascular Endothelial Growth Factor A;Melanosis;Isoflavones;Immunologic Memory;Upper Extremity;Chitosan;Disease Progression;Sacrum;Cholecalciferol;Sarcocystidae;Skin Transplantation;Trypanosoma;NF-E2-Related Factor 2;Human Umbilical Vein Endothelial Cells;Circadian Rhythm;Skin Neoplasms;Coccidiosis;Quality of Life;Cytokines;Mice, Knockout;Plasmids;Keratins;Spectrum Analysis, Raman;Drug Monitoring;Epidermolysis Bullosa Acquisita;Transforming Growth Factor beta;B7-1 Antigen;Extracellular Fluid;Skin;Eosinophilia;Inflammation;Cattle Diseases;Mycosis Fungoides;Imiquimod;DNA Methylation;Homeostasis;Collagen Type I;Interferon-gamma;Tissue Adhesives;Stem Cells;Vitamin D;Skin Absorption;Myositis;Hindlimb;Lipid Metabolism;Lipid A;Hydrogels;Drug Delivery Systems;Mitochondria;Biomarkers;Administration, Cutaneous;Single-Cell Analysis;Silver;Staphylococcus aureus;Killer Cells, Natural;Elafin;Lacticaseibacillus casei;Cell Plasticity;Anti-Inflammatory Agents;Hydroquinones;T-Lymphocytes, Regulatory;Scrub Typhus;Fasting;Scalp;Interleukin-4;Ischemia;Needles;Tendon Injuries;Diabetes Mellitus, Experimental;Keratinocytes;Chromolaena;Extracellular Traps;Forkhead Transcription Factors;Arsenic;Skin Diseases, Viral;Sunlight;Ethanol;Soft Tissue Injuries"
intense anxiety,"Pain Perception;Anxiety;Breast Neoplasms;Inflammatory Bowel Diseases;Alcoholism;Smoking Cessation;Family Relations;Adaptation, Psychological;Afghan Campaign 2001-;Athletic Injuries;Sex Characteristics;Pelvic Pain;Meditation;Students;Students, Medical;Stress Disorders, Post-Traumatic;Vision Disorders;Amygdala;Cardiac Surgical Procedures;Postural Orthostatic Tachycardia Syndrome;DNA Glycosylases;Patient Education as Topic;Anti-Anxiety Agents;East Asian People;Qualitative Research;Fear;Imagery, Psychotherapy;Autistic Disorder;Return to Sport;Physical Conditioning, Animal;Neuralgia;Kinesiophobia;Test Anxiety;Affect;Galvanic Skin Response;Accelerometry;Whiplash Injuries;Ecological Momentary Assessment;Caregivers;Aluminum;Dysmenorrhea;COVID-19;tau Proteins;Reinjuries;Self Efficacy;Magnetic Resonance Imaging;Emotional Regulation;Anterior Cruciate Ligament Injuries;Mastectomy;Depression;Exercise;Hippocampus;Cognitive Behavioral Therapy;Disability Evaluation;Quality of Life;Vitreous Body;Analgesics;Sedentary Behavior;Twins, Dizygotic;Mindfulness;Stress, Psychological;Pain, Postoperative;Pain Management;Climate Change;Depression, Postpartum;Pain Measurement;Mothers;Chronic Pain;Fibromyalgia;Sleep Quality;Emotions;Pelvic Floor;Cognition;Alcohol-Related Disorders;Neck Pain;Veterans;Military Personnel;High-Intensity Interval Training;Catastrophization;Yoga;Hyperaldosteronism;Pain;Amyloid beta-Peptides;Sleep Wake Disorders;Acceptance and Commitment Therapy;Comorbidity;Diabetes Mellitus, Experimental;Anger;Low Back Pain"
severe chest pain,"Aortic Aneurysm;Ascomycota;Acute Kidney Injury;Familial Mediterranean Fever;Hypocalcemia;Long QT Syndrome;Recurrence;Esophageal pH Monitoring;Wounds, Nonpenetrating;Coronary Disease;Deep Learning;Antiphospholipid Syndrome;ST Elevation Myocardial Infarction;Heart Valve Prosthesis;Computed Tomography Angiography;Emergency Medical Services;Aortic Dissection;Bicycling;Genetic Vectors;Connective Tissue Diseases;Thoracic Injuries;Predictive Value of Tests;Acute Coronary Syndrome;Heart Valve Prosthesis Implantation;Menstruation;Heart Failure;Coronary Angiography;Sinus of Valsalva;Triage;Cardiovascular Diseases;Fractional Flow Reserve, Myocardial;Thrombocytopenia;Myocardial Infarction;Bioprosthesis;Atherosclerosis;Non-ST Elevated Myocardial Infarction;Biological Products;Coronary Thrombosis;Subclavian Steal Syndrome;Heart Arrest;Drug-Eluting Stents;Plaque, Atherosclerotic;Subcutaneous Emphysema;Angina, Stable;Pilots;Coronary Stenosis;COVID-19;Anemia;Heart;Coronary Artery Disease;Myocardial Ischemia;Vascular Endothelial Growth Factor A;Emergency Service, Hospital;Percutaneous Coronary Intervention;Gastroesophageal Reflux;Aortic Valve Insufficiency;Hypertension;Esophageal Motility Disorders;Positron Emission Tomography Computed Tomography;Genetic Therapy;Cupping Therapy;Neovascularization, Physiologic;Neuropeptides;Migraine Disorders;Deglutition Disorders;Quality of Life;Rib Fractures;Coronary Vasospasm;Abscess;Ethnicity;Hospitalization;Drainage;Methamphetamine;Chronic Pain;Cardiomyopathies;Mediastinitis;Fibromyalgia;Quadricuspid Aortic Valve;Angina Pectoris;Critical Illness;Vasodilator Agents;Menstruation Disturbances;Chest Pain;Nitroglycerin;Mediastinal Emphysema;Dengue;Vascular Calcification"
intense toxemia,"Immune System;Norepinephrine;Lipopolysaccharides;Contrast Media;Gastrointestinal Microbiome;Postoperative Complications;Hot Temperature;Lipid Metabolism;Physical Conditioning, Animal;Oxygen Consumption;Stress, Physiological;Receptors, Glucocorticoid;Cold Temperature;Ozone;Exercise;Sweetening Agents;Heat Stress Disorders;Immunity, Innate;Physical Endurance;Vasodilation;Renal Circulation;Endotoxemia;Sedentary Behavior;Permeability;Energy Metabolism;Parenteral Nutrition, Total;Trauma Severity Indices;Carrageenan"
menorrhagia,"Drug-Related Side Effects and Adverse Reactions;COVID-19;Social Media;Anemia;von Willebrand Diseases;Uterine Neoplasms;Polyps;Pyrimidinones;Chronic Pain;Hydroxymethylglutaryl-CoA Reductase Inhibitors;Thrombasthenia;Coronary Disease;Anemia, Iron-Deficiency;Blood Platelet Disorders;Myoma;Cardiovascular Diseases;COVID-19 Vaccines;Postpartum Hemorrhage;Nausea;Iron Deficiencies;Thrombocytopenia;Intrauterine Devices, Medicated;Anemia, Sickle Cell;Phenylurea Compounds;Pregnancy, Ectopic;Levonorgestrel;Intellectual Disability;Ehlers-Danlos Syndrome;Leiomyoma;Angiodysplasia;Pelvic Pain;Infertility;Hemorrhagic Disorders;Vomiting;Contraceptive Agents, Female;Polycystic Ovary Syndrome;Ultrasonography;Quality of Life;Thrombosis;Intrauterine Devices;Mobile Applications;Efficiency;Adenomyosis;Hemophilia A;Metrorrhagia;Joint Instability;Menarche;Urinary Incontinence;Venous Thromboembolism;Menorrhagia;Uterine Diseases;Endometriosis;Antifibrinolytic Agents;High-Intensity Focused Ultrasound Ablation;Endometrial Ablation Techniques;Tranexamic Acid;Blood Coagulation Disorders;Hospitalization;Dysmenorrhea"
mild conjunctivitis,"Drug-Related Side Effects and Adverse Reactions;Neoplasms;Caspase 3;Dog Diseases;COVID-19;Dermatitis, Atopic;Ophthalmologists;Endophthalmitis;Conjunctivitis, Allergic;Eye Infections, Parasitic;Conjunctivitis;Apoptosis;Autoimmune Diseases;Labyrinth Diseases;Corneal Injuries;Toll-Like Receptor 4;Rhinitis, Allergic, Seasonal;Keratoconjunctivitis, Infectious;Anti-Infective Agents;Pemphigus;Microbiota;Tacrolimus;Eczema;Tuberculosis, Ocular;Sjogren's Syndrome;Prurigo;Ectropion;Conjunctival Diseases;Graft vs Host Disease;Dermatologic Agents;Anosmia;Sublingual Immunotherapy;Blepharitis;Rhinitis, Allergic, Perennial;Keratoconjunctivitis;Eye Diseases;Cell Survival;Asthma;Eye Foreign Bodies;Mpox (monkeypox);Keratoconus;Hyperemia;Pemphigoid, Benign Mucous Membrane;Otitis Externa;Reindeer;Conjunctivitis, Bacterial;Neisseria meningitidis;Antineoplastic Agents;Corneal Ulcer;Artemisia annua;Benzimidazoles;Quality of Life;Keratoconjunctivitis Sicca;Skin Diseases, Vesiculobullous;Ophthalmic Solutions;Antibodies, Monoclonal;Psychometrics;Pyuria;Meningococcal Infections;Hearing Loss, Sensorineural;Rhinitis;Translations;Preservatives, Pharmaceutical;Plant Extracts;Dry Eye Syndromes;Rhinitis, Allergic"
parotid pain,"Gastroparesis;Neoplasms;Pain Perception;COVID-19;Electrochemotherapy;Facial Paralysis;Artifacts;Myalgia;Salivary Gland Calculi;Botulinum Toxins, Type A;Vinca Alkaloids;Ambulatory Surgical Procedures;Diagnostic Errors;Fluorodeoxyglucose F18;Facial Pain;Mastication;Lasers, Solid-State;Analgesia;Adenoma, Pleomorphic;Hypertension;Tonsillectomy;Positron Emission Tomography Computed Tomography;Parotid Gland;Melanoma;Electric Stimulation Therapy;Parotid Neoplasms;Implantable Neurostimulators;Brain-Derived Neurotrophic Factor;Facial Nerve Diseases;Thyroid Neoplasms;Trigeminal Neuralgia;Anesthesia, Dental;Thyroidectomy;Head and Neck Neoplasms;Electrodiagnosis;Skin Neoplasms;Carcinoma, Squamous Cell;Pulpitis;Nerve Block;Lithotripsy;Quality of Life;Hodgkin Disease;Pain Threshold;Temporomandibular Joint Dysfunction Syndrome;Temporomandibular Joint;Adenocarcinoma;Parathyroidectomy;Salivary Ducts;Sweating, Gustatory;Parapharyngeal Space;Incidental Findings;Eating"
petechiae,"Stromal Interaction Molecule 1;COVID-19;Serotonin;Arthritis;Purpura, Thrombotic Thrombocytopenic;Cytomegalovirus Infections;Drugs, Chinese Herbal;Nephritis;Hospitals, Teaching;Laparoscopy;Diagnostic Errors;von Willebrand Factor;Immunoglobulin A;IgA Vasculitis;Recombinant Proteins;Receptor for Advanced Glycation End Products;Platelet Factor 4;Stress, Mechanical;Scurvy;Th17 Cells;Hydrazines;Vasospasm, Intracranial;Plasmapheresis;Sjogren's Syndrome;Thrombocytopenia;Purpura, Thrombocytopenic, Idiopathic;Biomarkers;Antirheumatic Agents;Lasers, Excimer;Ascorbic Acid;Splenectomy;Consensus;Benzoates;Pneumonia;Purpura Fulminans;Pyrazoles;Endothelial Cells;Mesenchymal Stem Cell Transplantation;Mesenchymal Stem Cells;Bacterial Translocation;Splenic Diseases;Granulomatous Disease, Chronic;Sirolimus;Mucocutaneous Lymph Node Syndrome;Lupus Erythematosus, Systemic;Robotic Surgical Procedures;Valsalva Maneuver;Peritoneal Dialysis;Purpura;T-Lymphocytes, Regulatory;Coinfection;Skin Neoplasms;Registries;Hydroxychloroquine;Ileitis;MicroRNAs;Pregnancy Complications, Hematologic;Influenza, Human;Plasma Exchange;Autoantibodies;ADAMTS13 Protein;Rituximab;Rectal Neoplasms;Delphi Technique;Intensive Care Units;Cadherins;Metabolome;Sodium Oxybate;HMGB1 Protein;Matrix Attachment Region Binding Proteins"
excess lymphocytes in cerebrospinal fluid,"Hospitals, General;Semliki forest virus;Tertiary Care Centers"
retrobulbar pain,"Pain, Postoperative;Neoplasms;Dog Diseases;Exophthalmos;Anesthetics, Local;Phacoemulsification;Headache Disorders;Neoplasm Recurrence, Local;Glioblastoma;Pain Measurement;Patient Satisfaction;Graves Ophthalmopathy;Dexmedetomidine;Chronic Pain;Erdheim-Chester Disease;Deep Learning;Air Travel;Orbital Implants;Hypertension;Analgesia;Unnecessary Procedures;Liposomes;Bupivacaine;Veterans;Administration, Ophthalmic;Neuralgia;Cysts;Anophthalmos;Eye Pain;Orbit;Glaucoma Drainage Implants;Anesthesia;Vitrectomy;Isoflurane;Tramadol;Eye Movements;Retrobulbar Hemorrhage;Anesthesia, Local;Valsalva Maneuver;Blindness;Brain Neoplasms;Trigeminal Autonomic Cephalalgias;Nalbuphine;Ophthalmologic Surgical Procedures;Vitreoretinal Surgery;Orbital Fractures;Papilledema;Eye Enucleation;Silicone Oils"
sensory disturbance,"Anxiety;Language Development;Recurrence;Deep Learning;Visual Fields;Occupational Exposure;Usher Syndromes;Noise;Amidohydrolases;Hearing Loss, Noise-Induced;Rats, Sprague-Dawley;Geriatric Assessment;Semicircular Canal Dehiscence;Oral Health;Medical Records;Hearing Loss, Bilateral;Blindness;Visual Prosthesis;Streptococcal Infections;Calcineurin Inhibitors;Visually Impaired Persons;Vision Disorders;Connective Tissue Diseases;Homozygote;Transcutaneous Electric Nerve Stimulation;Orbital Neoplasms;Visual Perception;Oral Hygiene;Amygdala;Amblyopia;Virtual Reality;Ergonomics;Kidney Transplantation;Vestibular Diseases;Polypharmacy;Genotype;Parents;Fear;Cryoelectron Microscopy;Claudins;Connexin 26;Eye, Artificial;Hearing Aids;CHARGE Syndrome;Child Language;Tinnitus;Synapses;Systematic Reviews as Topic;Mutation, Missense;Retinal Vessels;Parkinson Disease;Phenotype;Neural Conduction;Intercellular Adhesion Molecule-1;Aerospace Medicine;Dizziness;Hyperalgesia;Immunosuppressive Agents;Necrobiotic Xanthogranuloma;Trigeminal Nerve;DNA-Binding Proteins;Dementia;Space Perception;Pilots;Genetic Testing;Visual Cortex;Collagen Type II;Retina;Hearing Loss;Headache;COVID-19;Presbycusis;Arthritis;Emergency Service, Hospital;Multiple Myeloma;Visual Acuity;Magnetic Resonance Imaging;Irritable Bowel Syndrome;Stria Vascularis;Hypertension;Genetic Therapy;Toothbrushing;Telerehabilitation;Restraint, Physical;Functional Status;Low-Level Light Therapy;Accidental Falls;Sign Language;Solitary Fibrous Tumors;Depression;Oxidative Stress;Low Density Lipoprotein Receptor-Related Protein-2;Postural Balance;Olfaction Disorders;Deafness;Quality of Life;Automobile Driving;Algorithms;Vagus Nerve Stimulation;Audiometry, Pure-Tone;Aging;Trigeminal Ganglion;DNA Helicases;Apolipoproteins E;Stroke;Meta-Analysis as Topic;Age of Onset;Fast Foods;Cochlea;Meningitis, Bacterial;Stroke Rehabilitation;Pedigree;Pituitary Neoplasms;Homes for the Aged;High-Throughput Nucleotide Sequencing;Occupational Therapy;Adenoma;Carpal Tunnel Syndrome;Cues;Myosin VIIa;Calcitonin Gene-Related Peptide;Hearing Loss, Sensorineural;Phycocyanin;Streptococcus suis;Noise, Occupational;Liver Transplantation;Ototoxicity"
slow pulse,"Neurocognitive Disorders;Syncope, Vasovagal;Heart Sounds;Recurrence;Altitude;Emergence Delirium;Anesthesia, General;Hypoxia-Ischemia, Brain;Atrial Fibrillation;Infant, Newborn, Diseases;Infant, Premature, Diseases;American Heart Association;Anesthesia, Spinal;Acute Coronary Syndrome;Hypertensive Crisis;Heart Failure;Thromboembolism;Valproic Acid;Propofol;Kidney Neoplasms;Seizures, Febrile;Bradycardia;Adrenal Gland Neoplasms;Turtles;Respiratory Insufficiency;Quinolizines;Myocarditis;Pulmonary Surfactants;Hypotension;Hyperglycemia;Cesarean Section;Heart Arrest;Alanine;Advanced Cardiac Life Support;Midodrine;Echocardiography;Pregnancy Complications;COVID-19;Heart;Dexmedetomidine;Respiratory Distress Syndrome, Newborn;Magnetic Resonance Imaging;Arrhythmias, Cardiac;Water Pollutants, Chemical;Cardiac Pacing, Artificial;Hypertension;Asphyxia Neonatorum;Hyperkalemia;Brain Diseases;Anesthetics;Anesthesia;Cholecystectomy, Laparoscopic;Bronchopulmonary Dysplasia;Postoperative Cognitive Complications;Pacemaker, Artificial;Apnea;Electrocardiography;Arthroplasty, Replacement, Hip;Schizophrenia;Status Epilepticus;Quality of Life;Tolazoline;Carotid Stenosis;Caniformia;Acidosis;Mountaineering;Stroke;Catheter Ablation;Anesthetics, Intravenous;Atrioventricular Block;Veterans;Heart Conduction System;Hypnotics and Sedatives;Tachycardia;Pre-Eclampsia;Polycyclic Compounds;Frailty;Renal Insufficiency;Hypotension, Orthostatic;Heart Rate"
subconjunctival bleeding,"Stroke;Physical Abuse;Endophthalmitis;Dog Diseases;Extracorporeal Membrane Oxygenation;Research;Ecchymosis;Anesthetics, Local;Anti-Infective Agents, Local;Phacoemulsification;Coloboma;Lung Diseases;Cattle Diseases;Child Abuse;von Willebrand Diseases;Conjunctivitis;Keratitis;Leptospirosis;Emergency Service, Hospital;Nevus;Visual Acuity;Trabeculectomy;Hypertension;Uveitis, Anterior;Glaucoma;Intravitreal Injections;Spinal Cord Injuries;Perivascular Epithelioid Cell Neoplasms;Choroid Hemorrhage;Thrombocytopenia;Purpura, Thrombocytopenic, Idiopathic;Conjunctival Diseases;Epistaxis;Dacryocystorhinostomy;Myocardial Infarction;Eye Pain;Eye Hemorrhage;Respiratory Insufficiency;COVID-19;Blood Platelets;Posture;Retrobulbar Hemorrhage;Diabetic Retinopathy;Nasolacrimal Duct;Ascorbic Acid Deficiency;Hemorrhagic Disorders;Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis;Purpura;Glaucoma, Open-Angle;Hematoma;Nerve Block;Compartment Syndromes;Eye Injuries;Hemorrhage;Leeching;Ophthalmic Solutions;Thoracic Injuries;Macular Edema;Baseball;Lymphangioma;Abducens Nerve Diseases;Lens Subluxation;Asphyxia;Eye Abnormalities;Hemostatics;Orbital Fractures;Dacryocystitis;Eye Infections, Viral;Diabetes Mellitus;Papilledema;Eyelids;Dermal Fillers;Dengue;Cosmetic Techniques;Cataract"
testicular pain,"Analgesics, Opioid;Prostatitis;Granulomatosis with Polyangiitis;COVID-19;Hernia, Inguinal;Extracorporeal Membrane Oxygenation;Cat Diseases;Sertoli Cell Tumor;Retroperitoneal Neoplasms;Testicular Diseases;Polymyositis;Choriocarcinoma;Laparoscopy;Surgical Wound;Chronic Pain;Deer;Skin Diseases;Splenosis;Azoospermia;Abdomen, Acute;Carcinoma;Lung Neoplasms;Lidocaine;Plastic Surgery Procedures;Genital Diseases, Male;Brucellosis;Brucella;Orchiectomy;Spermatocele;Testicular Neoplasms;Neuralgia;Testicular Hydrocele;Neoplasms, Germ Cell and Embryonal;Urogenital Abnormalities;Peripheral Nervous System Diseases;Cysts;Epididymitis;Tendinopathy;Hamstring Tendons;Hemospermia;Spermatic Cord;Gastrointestinal Neoplasms;Opioid-Related Disorders;Anesthesia, Local;Antineoplastic Agents;Peripheral Nerve Injuries;Churg-Strauss Syndrome;Testis;Carcinoma, Squamous Cell;Nerve Block;Orchitis;Quality of Life;Sex Reassignment Surgery;Prostatic Neoplasms;Hamstring Muscles;Adenocarcinoma;Varicocele;Spermatic Cord Torsion;Scrotum;Carcinoma, Non-Small-Cell Lung;Diabetes Mellitus;Oxycodone;Polyarteritis Nodosa;Acute Pain;Tuberculosis"
pelvic swelling,"Fractures, Bone;Heart Failure;May-Thurner Syndrome;Giant Cell Arteritis;Osteitis;Shock, Hemorrhagic;Ovarian Diseases;Ischium;Myositis;Extracorporeal Shockwave Therapy;Lymphatic System;Muscle, Skeletal;Laparoscopy;Neoplasms;Uterine Cervical Neoplasms;Pelvic Exenteration;Monoclonal Gammopathy of Undetermined Significance;Arthritis;Adrenocortical Carcinoma;Groin;Pelvic Pain;Bone Marrow;Edema;Neurofibroma, Plexiform;Crohn Disease;Education, Nursing;Ureter;Magnetic Resonance Imaging;Diagnostic Errors;Bone Marrow Diseases;Retroperitoneal Fibrosis;Synovitis;Plastic Surgery Procedures;Polymyalgia Rheumatica;Pelvic Bones;Tenosynovitis;Adrenal Cortex Neoplasms;Muscular Dystrophies;Tomography, X-Ray Computed;Angioedemas, Hereditary;Hip Joint;Muscle Weakness;Penis;Osteomyelitis;Genitalia;Rheumatoid Factor;Manipulation, Osteopathic;Polyhydramnios;Smegma;Ureteral Obstruction;Muscular Diseases;Pelvic Neoplasms;Arthroplasty, Replacement, Hip;Teratoma;Adnexal Diseases;Fluorescent Dyes;Venous Thrombosis;Needs Assessment;Optical Imaging;Thrombosis"
pelvic mass,Metabolomics;Gamma Rays;Surgical Mesh;Insulin-Like Growth Factor II;Denervation;Weight Gain;Hydronephrosis;Iodine Radioisotopes;Hip Prosthesis;Brain Chemistry
generalized pelvic mass,Surgical Mesh
periumbilic pelvic mass,Metabolomics;Gamma Rays;Surgical Mesh;Insulin-Like Growth Factor II;Denervation;Weight Gain;Hydronephrosis;Iodine Radioisotopes;Hip Prosthesis;Brain Chemistry
multiple sites pelvic mass,Brain Chemistry
generalized pelvic swelling,"Giant Cell Arteritis;Osteitis;Shock, Hemorrhagic;Neoplasms;Monoclonal Gammopathy of Undetermined Significance;Arthritis;Bone Marrow;Groin;Edema;Delivery, Obstetric;Diagnostic Errors;Bone Marrow Diseases;Sigmoidoscopy;Synovitis;Polymyalgia Rheumatica;Tomography, X-Ray Computed;Angioedemas, Hereditary;Surgical Mesh;Penis;Wound Healing;Osteomyelitis;Smegma"
epigastric pelvic swelling,"Tomography, X-Ray Computed"
periumbilic pelvic swelling,"Monoclonal Gammopathy of Undetermined Significance;Bone Marrow;Needs Assessment;Synovitis;Manipulation, Osteopathic;Smegma;Edema;Tenosynovitis;Groin;Thrombosis;Hip Joint;Ureteral Obstruction;Extracorporeal Shockwave Therapy;Ischium;Osteomyelitis;Ovarian Diseases;Arthroplasty, Replacement, Hip;Optical Imaging;Arthritis;Lymphatic System;Fluorescent Dyes;Rheumatoid Factor;Adrenal Cortex Neoplasms;Muscular Diseases;Uterine Cervical Neoplasms;Fractures, Bone;Polymyalgia Rheumatica;Heart Failure;Muscular Dystrophies;Plastic Surgery Procedures;Bone Marrow Diseases;Pelvic Pain;Teratoma;Retroperitoneal Fibrosis;Adnexal Diseases;Diagnostic Errors;May-Thurner Syndrome;Osteitis;Myositis;Giant Cell Arteritis;Shock, Hemorrhagic;Pelvic Bones;Muscle, Skeletal;Pelvic Exenteration;Angioedemas, Hereditary;Education, Nursing;Muscle Weakness;Laparoscopy;Neoplasms;Venous Thrombosis;Crohn Disease;Penis;Pelvic Neoplasms;Polyhydramnios;Genitalia;Neurofibroma, Plexiform;Tomography, X-Ray Computed;Adrenocortical Carcinoma;Magnetic Resonance Imaging;Ureter"
